日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2014/1/8,65,77.5,65,73.89,0,0,,,,,,206,,0,,,0,,,0,,,0,,,0,,,0,,,-7690,-7690,0
2014/1/9,72,75.49,71,74.9,1.01,1.3669,,,,,,35,,0,,,0,,,0,,,0,,,0,,,0,,,-7883,-193,0
2014/1/10,75,84,75,84,9.1,12.1495,,,,,,57,,0,,,0,,,0,,,0,,,0,,,0,,,-7654,229,0
2014/1/13,84,92.14,84,92,8,9.5238,,,,,,75,,0,,,0,,,0,,,0,,,0,,,0,,,-7666,-12,0
2014/1/14,92.15,92.49,83.04,87,-5,-5.4348,82.358,,,,,39,82,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-7865,-199,0
2014/1/15,84.51,84.51,84.51,84.51,-2.49,-2.8621,84.482,,,,,12,43,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-7636,229,0
2014/1/16,87.99,89.5,87.1,87.1,2.59,3.0647,86.922,,,,,47,46,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-7876,-240,0
2014/1/17,86,87,82,83.5,-3.6,-4.1332,86.822,,,,,21,38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-8046,-170,0
2014/1/21,84.99,84.99,84,84,0.5,0.5988,85.222,,,,,2,24,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-8129,-83,0
2014/1/22,82.31,82.5,80.75,80.75,-3.25,-3.869,83.972,83.165,,,,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8147,-18,0
2014/1/23,81.5,81.5,76.77,77.5,-3.25,-4.0248,82.57,83.526,,,,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8337,-190,0
2014/1/27,76,79,75.7,79,1.5,1.9355,80.95,83.936,,,,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9139,-802,0
2014/2/5,80.49,81,80.49,80.5,1.5,1.8987,80.35,83.586,,,,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10480,-1341,0
2014/2/6,81,81,79,79,-1.5,-1.8634,79.35,82.286,,,,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10159,321,0
2014/2/7,79.99,80,78.51,78.51,-0.49,-0.6203,78.902,81.437,,,,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9909,250,0
2014/2/10,79,79.55,77,79,0.49,0.6241,79.202,80.886,,,,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9865,44,0
2014/2/11,79.06,79.06,79,79,0,0,79.202,80.076,,,,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9742,123,0
