"109年07月27日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","6.73","108","10.85","1.31","109/1",
"1102","亞泥","7.37","108","8.96","0.96","109/1",
"1103","嘉泥","6.21","108","10.81","0.49","109/1",
"1104","環泥","5.92","108","10.76","0.63","109/1",
"1108","幸福","1.56","108","22.86","0.89","109/1",
"1109","信大","6.63","108","6.13","0.83","109/1",
"1110","東泥","0.62","108","-","1.11","109/1",
"1201","味全","6.75","108","38.63","1.59","109/1",
"1203","味王","3.36","108","15.52","1.40","109/1",
"1210","大成","4.82","108","15.10","2.14","109/1",
"1213","大飲","0.00","108","-","1.09","109/1",
"1215","卜蜂","5.99","108","12.30","2.30","109/1",
"1216","統一","3.51","108","22.28","3.62","109/1",
"1217","愛之味","0.00","108","59.25","0.64","109/1",
"1218","泰山","4.03","108","18.02","1.62","109/1",
"1219","福壽","2.02","108","14.56","1.52","109/1",
"1220","台榮","5.04","108","15.87","0.91","109/1",
"1225","福懋油","3.66","108","22.90","2.37","109/1",
"1227","佳格","4.32","108","17.22","3.24","109/1",
"1229","聯華","7.16","108","25.40","1.86","109/1",
"1231","聯華食","4.69","108","15.29","2.10","109/1",
"1232","大統益","4.20","108","20.17","4.40","109/1",
"1233","天仁","4.34","108","27.92","2.11","109/1",
"1234","黑松","5.31","108","16.24","0.71","109/1",
"1235","興泰","4.04","108","38.86","1.12","109/1",
"1236","宏亞","2.36","108","66.84","0.88","109/1",
"1256","鮮活果汁-KY","3.05","108","14.68","3.42","109/1",
"1301","台塑","5.63","108","17.28","1.60","109/1",
"1303","南亞","3.52","108","26.04","1.52","109/1",
"1304","台聚","4.37","108","9.87","0.66","109/1",
"1305","華夏","5.81","108","11.78","1.06","109/1",
"1307","三芳","4.03","108","18.21","0.98","109/1",
"1308","亞聚","6.38","108","11.50","0.98","109/1",
"1309","台達化","3.95","108","14.62","1.17","109/1",
"1310","台苯","6.78","108","32.78","1.19","109/1",
"1312","國喬","0.00","108","8.80","0.56","109/1",
"1313","聯成","2.12","108","-","0.66","109/1",
"1314","中石化","3.73","108","18.27","0.38","109/1",
"1315","達新","7.19","108","13.84","1.25","109/1",
"1316","上曜","0.00","108","-","1.31","109/1",
"1319","東陽","5.12","108","11.19","0.94","109/1",
"1321","大洋","0.00","108","18.32","1.27","109/1",
"1323","永裕","4.89","108","9.86","1.53","109/1",
"1324","地球","3.10","108","48.40","0.74","109/1",
"1325","恆大","0.19","108","93.10","7.48","109/1",
"1326","台化","5.56","108","24.17","1.29","109/1",
"1337","再生-KY","0.00","108","-","0.20","109/1",
"1338","廣華-KY","6.53","108","15.63","0.73","109/1",
"1339","昭輝","4.63","108","9.46","0.91","109/1",
"1340","勝悅-KY","0.00","108","-","0.28","109/1",
"1341","富林-KY","8.61","108","9.31","2.24","109/1",
"1402","遠東新","5.77","108","13.61","0.68","109/1",
"1409","新纖","4.93","108","11.49","0.65","109/1",
"1410","南染","3.03","108","31.18","2.00","109/1",
"1413","宏洲","0.00","108","-","0.94","109/1",
"1414","東和","2.99","108","55.67","0.49","109/1",
"1416","廣豐","0.00","108","-","0.61","109/1",
"1417","嘉裕","5.34","108","5.89","0.62","109/1",
"1418","東華","0.00","108","-","0.84","109/1",
"1419","新紡","2.31","108","31.88","1.66","109/1",
"1423","利華","0.91","108","-","0.79","109/1",
"1432","大魯閣","0.00","108","-","0.90","109/1",
"1434","福懋","8.18","108","10.05","0.90","109/1",
"1435","中福","0.00","108","-","1.23","109/1",
"1436","華友聯","6.87","108","16.47","1.26","109/1",
"1437","勤益控","4.95","108","5.75","0.71","109/1",
"1438","三地開發","0.00","108","37.43","2.39","109/1",
"1439","雋揚","12.63","108","3.79","1.30","109/1",
"1440","南紡","1.80","108","111.00","0.77","109/1",
"1441","大東","0.00","108","-","0.72","109/1",
"1442","名軒","5.66","108","56.45","1.05","109/1",
"1443","立益物流","0.00","108","-","1.07","109/1",
"1444","力麗","0.00","108","-","0.69","109/1",
"1445","大宇","2.30","108","-","0.69","109/1",
"1446","宏和","1.08","108","276.50","2.44","109/1",
"1447","力鵬","0.00","108","-","0.57","109/1",
"1449","佳和","0.00","108","-","3.40","109/1",
"1451","年興","0.00","108","-","0.48","109/1",
"1452","宏益","7.77","108","15.77","0.82","109/1",
"1453","大將","2.54","108","-","0.64","109/1",
