"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","5.05","110","13.80","1.16","111/1",
"1102","亞泥","7.83","110","10.70","0.93","111/1",
"1103","嘉泥","3.59","110","16.61","0.46","111/1",
"1104","環泥","4.60","110","10.21","0.70","111/1",
"1108","幸福","5.48","110","16.85","0.99","111/1",
"1109","信大","7.58","110","10.15","0.84","111/1",
"1110","東泥","1.05","110","70.56","1.25","111/1",
"1201","味全","2.46","110","19.71","1.46","111/1",
"1203","味王","3.23","110","17.64","1.48","111/1",
"1210","大成","4.20","110","23.45","1.95","111/1",
"1213","大飲","0.00","110","-","1.08","111/1",
"1215","卜蜂","4.95","110","16.69","2.58","111/1",
"1216","統一","4.25","110","19.33","2.91","111/1",
"1217","愛之味","2.84","110","28.51","0.77","111/1",
"1218","泰山","3.25","110","26.32","2.25","111/1",
"1219","福壽","5.23","110","23.39","1.47","111/1",
"1220","台榮","6.02","110","20.00","1.23","111/1",
"1225","福懋油","3.17","110","24.16","3.02","111/1",
"1227","佳格","4.15","110","18.77","2.25","111/1",
"1229","聯華","4.24","110","18.53","1.95","111/1",
"1231","聯華食","3.08","110","20.12","3.57","111/1",
"1232","大統益","3.66","110","21.33","4.91","111/1",
"1233","天仁","2.42","110","67.45","2.00","111/1",
"1234","黑松","4.89","110","17.73","0.76","111/1",
"1235","興泰","6.63","110","48.56","1.45","111/1",
"1236","宏亞","1.81","110","8.94","1.17","111/1",
"1256","鮮活果汁-KY","4.67","110","17.01","2.46","111/1",
"1301","台塑","7.70","110","9.29","1.58","111/1",
"1303","南亞","9.04","110","8.37","1.50","111/1",
"1304","台聚","8.63","110","6.10","1.03","111/1",
"1305","華夏","8.01","110","8.67","1.56","111/1",
"1307","三芳","2.46","110","406.00","1.04","111/1",
"1308","亞聚","10.22","110","6.27","1.10","111/1",
"1309","台達化","8.49","110","6.88","1.40","111/1",
"1310","台苯","0.95","110","-","1.15","111/1",
"1312","國喬","8.47","110","4.82","0.62","111/1",
"1313","聯成","6.12","110","11.68","0.71","111/1",
"1314","中石化","3.67","110","15.80","0.51","111/1",
"1315","達新","5.85","110","134.91","0.63","111/1",
"1316","上曜","0.00","110","-","1.56","111/1",
"1319","東陽","1.89","110","35.92","1.20","111/1",
"1321","大洋","2.20","110","127.20","1.06","111/1",
"1323","永裕","4.58","110","11.29","1.37","111/1",
"1324","地球","1.85","110","540.00","0.85","111/1",
"1325","恆大","6.68","110","20.37","0.86","111/1",
"1326","台化","5.90","110","15.08","1.18","111/1",
"1337","再生-KY","0.00","109","-","0.32","111/1",
"1338","廣華-KY","4.45","110","13.10","0.70","111/1",
"1339","昭輝","5.17","110","14.94","0.84","111/1",
"1340","勝悅-KY","0.00","109","-","0.31","111/1",
"1341","富林-KY","8.10","110","14.11","2.70","111/1",
"1342","八貫","4.33","110","14.78","2.83","111/1",
"1402","遠東新","4.86","110","16.95","0.78","111/1",
"1409","新纖","7.43","110","7.51","0.86","111/1",
"1410","南染","3.78","110","29.61","2.05","111/1",
"1413","宏洲","0.00","109","8.95","1.09","111/1",
"1414","東和","3.05","110","26.42","1.20","111/1",
"1416","廣豐","4.74","110","22.45","0.54","111/1",
"1417","嘉裕","3.26","110","1,075.00","0.74","111/1",
"1418","東華","0.00","109","-","0.75","111/1",
"1419","新紡","2.40","110","6.88","1.06","111/1",
"1423","利華","3.86","110","16.91","0.85","111/1",
"1432","大魯閣","0.00","110","-","1.39","111/1",
"1434","福懋","3.82","110","20.75","0.70","111/1",
"1435","中福","0.00","109","48.71","4.99","111/1",
"1436","華友聯","6.26","110","17.97","2.15","111/1",
"1437","勤益控","3.59","110","12.53","0.75","111/1",
"1438","三地開發","0.00","109","65.42","2.01","111/1",
"1439","中和","1.04","110","13.99","0.77","111/1",
"1440","南紡","3.91","110","13.19","1.23","111/1",
"1441","大東","0.00","109","-","1.10","111/1",
"1442","名軒","5.37","110","17.33","1.40","111/1",
"1443","立益","0.00","109","8.06","1.50","111/1",
"1444","力麗","2.88","110","11.82","0.89","111/1",
"1445","大宇","1.27","109","-","1.26","111/1",
"1446","宏和","0.92","110","-","2.95","111/1",
"1447","力鵬","0.00","109","30.19","0.71","111/1",
"1449","佳和","0.00","109","7.52","0.82","111/1",
"1451","年興","4.26","110","12.81","0.62","111/1",
"1452","宏益","9.05","110","10.94","1.01","111/1",
"1453","大將","1.26","110","17.72","1.68","111/1",
"1454","台富","3.16","110","105.33","1.19","111/1",
"1455","集盛","6.61","110","10.43","0.87","111/1",
"1456","怡華","9.49","110","5.03","0.87","111/1",
"1457","宜進","5.28","110","3.87","0.82","111/1",
"1459","聯發","1.91","110","5.81","0.93","111/1",
"1460","宏遠","0.00","109","-","0.78","111/1",
"1463","強盛","2.91","110","41.67","1.03","111/1",
"1464","得力","1.82","110","25.94","1.07","111/1",
"1465","偉全","2.33","110","-","0.83","111/1",
"1466","聚隆","7.63","110","7.99","0.81","111/1",
"1467","南緯","5.13","109","-","1.02","111/1",
"1468","昶和","0.00","109","-","1.66","111/1",
"1470","大統新創","3.80","110","21.05","1.87","111/1",
"1471","首利","0.00","109","-","1.12","111/1",
"1472","三洋實業","0.00","110","-","2.91","111/1",
