"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","4.82","110","14.46","1.22","111/1",
"1102","亞泥","7.60","110","11.02","0.96","111/1",
"1103","嘉泥","3.62","110","16.47","0.45","111/1",
"1104","環泥","4.68","110","10.02","0.69","111/1",
"1108","幸福","5.45","110","16.92","1.00","111/1",
"1109","信大","7.63","110","10.08","0.83","111/1",
"1110","東泥","0.99","110","74.81","1.33","111/1",
"1201","味全","2.42","110","20.10","1.49","111/1",
"1203","味王","3.36","110","16.97","1.42","111/1",
"1210","大成","4.26","110","23.10","1.92","111/1",
"1213","大飲","0.00","109","-","1.13","111/1",
"1215","卜蜂","5.04","110","16.40","2.53","111/1",
"1216","統一","4.21","110","19.51","2.94","111/1",
"1217","愛之味","2.80","110","28.92","0.78","111/1",
"1218","泰山","3.27","110","26.15","2.24","111/1",
"1219","福壽","4.95","110","24.67","1.55","111/1",
"1220","台榮","5.51","110","21.87","1.34","111/1",
"1225","福懋油","3.20","110","23.92","2.99","111/1",
"1227","佳格","3.95","110","19.71","2.36","111/1",
"1229","聯華","4.30","110","18.26","1.92","111/1",
"1231","聯華食","3.14","110","19.69","3.49","111/1",
"1232","大統益","3.90","110","20.03","4.61","111/1",
"1233","天仁","2.44","110","66.84","1.99","111/1",
"1234","黑松","4.91","110","17.65","0.76","111/1",
"1235","興泰","6.81","110","47.29","1.41","111/1",
"1236","宏亞","1.96","110","8.30","1.09","111/1",
"1256","鮮活果汁-KY","5.04","110","15.76","2.28","111/1",
"1301","台塑","7.96","110","8.99","1.53","111/1",
"1303","南亞","9.23","110","8.20","1.47","111/1",
"1304","台聚","8.68","110","6.06","1.03","111/1",
"1305","華夏","8.25","110","8.42","1.52","111/1",
"1307","三芳","2.52","110","397.00","1.02","111/1",
"1308","亞聚","10.51","110","6.10","1.07","111/1",
"1309","台達化","8.74","110","6.68","1.36","111/1",
"1310","台苯","0.99","110","-","1.10","111/1",
"1312","國喬","8.26","110","4.94","0.64","111/1",
"1313","聯成","5.88","110","12.14","0.73","111/1",
"1314","中石化","3.69","110","15.72","0.51","111/1",
"1315","達新","5.71","110","138.25","0.65","111/1",
"1316","上曜","0.00","109","-","1.64","111/1",
"1319","東陽","2.46","110","27.68","0.92","111/1",
"1321","大洋","2.17","110","128.80","1.07","111/1",
"1323","永裕","4.65","110","11.13","1.35","111/1",
"1324","地球","1.95","110","512.50","0.81","111/1",
"1325","恆大","6.34","110","21.46","0.91","111/1",
"1326","台化","6.12","110","14.55","1.14","111/1",
"1337","再生-KY","0.00","109","-","0.30","111/1",
"1338","廣華-KY","4.86","110","11.98","0.64","111/1",
"1339","昭輝","5.45","110","14.17","0.79","111/1",
"1340","勝悅-KY","0.00","109","-","0.30","111/1",
"1341","富林-KY","8.24","110","13.87","2.65","111/1",
"1342","八貫","4.02","110","15.93","3.06","111/1",
"1402","遠東新","4.85","110","16.98","0.78","111/1",
"1409","新纖","7.37","110","7.57","0.87","111/1",
"1410","南染","3.65","110","30.69","2.13","111/1",
"1413","宏洲","0.00","109","8.96","1.09","111/1",
"1414","東和","2.99","110","26.94","1.23","111/1",
"1416","廣豐","4.65","110","22.87","0.55","111/1",
"1417","嘉裕","3.30","110","1,060.00","0.73","111/1",
"1418","東華","0.00","109","-","0.91","111/1",
"1419","新紡","2.39","110","6.92","1.07","111/1",
"1423","利華","3.88","110","16.83","0.85","111/1",
"1432","大魯閣","0.00","109","-","1.30","111/1",
"1434","福懋","3.80","110","20.87","0.71","111/1",
"1435","中福","0.00","109","50.99","5.23","111/1",
"1436","華友聯","6.39","110","17.59","2.10","111/1",
"1437","勤益控","3.58","110","12.58","0.76","111/1",
"1438","三地開發","0.00","109","66.46","2.04","111/1",
"1439","中和","0.92","110","15.76","0.87","111/1",
