"111年05月31日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","4.69","110","14.84","1.25","111/1",
"1102","亞泥","7.66","110","10.94","0.95","111/1",
"1103","嘉泥","3.47","110","17.20","0.47","111/1",
"1104","環泥","4.56","110","10.31","0.71","111/1",
"1108","幸福","5.36","110","17.23","1.02","111/1",
"1109","信大","7.54","110","10.21","0.85","111/1",
"1110","東泥","0.98","110","75.37","1.34","111/1",
"1201","味全","2.39","110","20.29","1.51","111/1",
"1203","味王","3.29","110","17.33","1.45","111/1",
"1210","大成","4.05","110","24.33","2.03","111/1",
"1213","大飲","0.00","109","-","1.07","111/1",
"1215","卜蜂","4.89","110","16.90","2.61","111/1",
"1216","統一","4.01","110","20.49","3.08","111/1",
"1217","愛之味","2.68","110","30.27","0.82","111/1",
"1218","泰山","3.16","110","27.01","2.31","111/1",
"1219","福壽","4.79","110","25.50","1.60","111/1",
"1220","台榮","5.45","110","22.11","1.36","111/1",
"1225","福懋油","3.17","110","24.16","3.02","111/1",
"1227","佳格","4.00","110","19.49","2.33","111/1",
"1229","聯華","3.99","110","19.69","2.07","111/1",
"1231","聯華食","3.08","110","20.12","3.57","111/1",
"1232","大統益","3.90","110","20.03","4.61","111/1",
"1233","天仁","2.40","110","68.06","2.02","111/1",
"1234","黑松","4.87","110","17.81","0.77","111/1",
"1235","興泰","6.83","110","47.12","1.40","111/1",
"1236","宏亞","1.95","110","8.33","1.09","111/1",
"1256","鮮活果汁-KY","4.55","110","17.47","2.53","111/1",
"1301","台塑","7.81","110","9.16","1.56","111/1",
"1303","南亞","8.79","110","8.60","1.55","111/1",
"1304","台聚","8.63","110","6.10","1.03","111/1",
"1305","華夏","7.96","110","8.72","1.57","111/1",
"1307","三芳","2.49","110","402.00","1.03","111/1",
"1308","亞聚","10.15","110","6.31","1.11","111/1",
"1309","台達化","8.47","110","6.89","1.40","111/1",
"1310","台苯","0.95","110","-","1.15","111/1",
"1312","國喬","8.16","110","5.00","0.64","111/1",
"1313","聯成","5.83","110","12.25","0.74","111/1",
"1314","中石化","3.59","110","16.16","0.52","111/1",
"1315","達新","5.67","110","139.12","0.65","111/1",
"1316","上曜","0.00","110","-","1.68","111/1",
"1319","東陽","2.13","110","32.00","1.07","111/1",
"1321","大洋","2.16","110","129.80","1.08","111/1",
"1323","永裕","4.58","110","11.29","1.37","111/1",
"1324","地球","1.85","110","540.00","0.85","111/1",
"1325","恆大","6.27","110","21.70","0.92","111/1",
"1326","台化","5.85","110","15.21","1.19","111/1",
"1337","再生-KY","0.00","109","-","0.34","111/1",
"1338","廣華-KY","4.50","110","12.94","0.69","111/1",
"1339","昭輝","5.05","110","15.29","0.86","111/1",
"1340","勝悅-KY","0.00","109","-","0.32","111/1",
"1341","富林-KY","7.97","110","14.34","2.74","111/1",
"1342","八貫","4.09","110","15.65","3.00","111/1",
"1402","遠東新","4.92","110","16.76","0.77","111/1",
"1409","新纖","7.24","110","7.71","0.88","111/1",
"1410","南染","3.61","110","31.03","2.15","111/1",
"1413","宏洲","0.00","109","9.08","1.11","111/1",
"1414","東和","2.93","110","27.46","1.25","111/1",
"1416","廣豐","4.59","110","23.19","0.56","111/1",
"1417","嘉裕","3.17","110","1,105.00","0.76","111/1",
"1418","東華","0.00","109","-","0.74","111/1",
"1419","新紡","2.38","110","6.93","1.07","111/1",
"1423","利華","3.85","110","16.96","0.86","111/1",
"1432","大魯閣","0.00","109","-","1.61","111/1",
"1434","福懋","3.69","110","21.51","0.73","111/1",
"1435","中福","0.00","109","47.62","4.88","111/1",
"1436","華友聯","6.22","110","18.08","2.16","111/1",
"1437","勤益控","3.48","110","12.93","0.78","111/1",
"1438","三地開發","0.00","109","67.81","2.09","111/1",
"1439","中和","0.93","110","15.58","0.86","111/1",
"1440","南紡","3.96","110","13.03","1.21","111/1",
"1441","大東","0.00","109","-","1.12","111/1",
"1442","名軒","5.19","110","17.91","1.45","111/1",
"1443","立益","0.00","109","8.14","1.51","111/1",
"1444","力麗","2.78","110","12.27","0.93","111/1",
"1445","大宇","1.34","109","-","1.19","111/1",
"1446","宏和","0.92","110","-","2.93","111/1",
"1447","力鵬","0.00","109","30.22","0.71","111/1",
"1449","佳和","0.00","109","8.92","0.97","111/1",
"1451","年興","4.49","110","12.16","0.58","111/1",
"1452","宏益","9.05","110","10.94","1.01","111/1",
"1453","大將","0.97","110","23.13","2.19","111/1",
"1454","台富","3.44","110","97.00","1.09","111/1",
"1455","集盛","5.93","110","11.64","0.97","111/1",
"1456","怡華","7.56","110","6.32","1.09","111/1",
"1457","宜進","5.18","110","3.94","0.83","111/1",
"1459","聯發","1.83","110","6.06","0.97","111/1",
"1460","宏遠","0.00","109","-","0.83","111/1",
"1463","強盛","2.95","110","41.06","1.01","111/1",
"1464","得力","1.76","110","26.79","1.11","111/1",
"1465","偉全","2.38","110","-","0.81","111/1",
"1466","聚隆","7.30","110","8.35","0.85","111/1",
"1467","南緯","5.05","109","-","1.03","111/1",
"1468","昶和","0.00","109","-","1.68","111/1",
"1470","大統新創","3.14","110","25.50","2.27","111/1",
"1471","首利","0.00","109","-","0.98","111/1",
"1472","三洋實業","0.00","109","-","3.23","111/1",
"1473","台南","0.50","110","-","0.90","111/1",
"1474","弘裕","3.80","110","12.89","0.78","111/1",
"1475","業旺","0.00","109","31.20","5.80","111/1",
"1476","儒鴻","2.42","110","24.41","5.89","111/1",
"1477","聚陽","5.79","110","13.69","3.19","111/1",
"1503","士電","2.96","110","16.94","1.15","111/1",
"1504","東元","4.36","110","15.32","0.86","111/1",
"1506","正道","0.00","109","52.94","3.04","111/1",
"1512","瑞利","0.00","109","-","9.02","111/1",
"1513","中興電","5.44","110","12.62","1.96","111/1",
"1514","亞力","4.30","110","16.70","1.79","111/1",
"1515","力山","7.58","110","10.62","1.97","111/1",
"1516","川飛","6.26","110","11.67","1.86","111/1",
"1517","利奇","3.46","110","10.31","1.34","111/1",
"1519","華城","2.77","110","34.43","2.87","111/1",
"1521","大億","1.40","110","40.00","1.85","111/1",
"1522","堤維西","1.82","110","24.04","1.13","111/1",
"1524","耿鼎","1.56","110","32.00","1.40","111/1",
"1525","江申","3.58","110","15.34","0.93","111/1",
"1526","日馳","5.36","110","9.70","2.10","111/1",
"1527","鑽全","5.40","110","11.70","1.38","111/1",
"1528","恩德","0.92","110","9.24","0.94","111/1",
"1529","樂士","2.88","110","24.82","1.73","111/1",
"1530","亞崴","4.82","110","17.67","0.96","111/1",
"1531","高林股","4.73","110","12.44","0.71","111/1",
"1532","勤美","6.54","110","8.76","0.90","111/1",
"1533","車王電","0.47","110","65.05","2.44","111/1",
"1535","中宇","6.06","110","12.54","1.56","111/1",
"1536","和大","1.82","110","67.32","2.43","111/1",
"1537","廣隆","5.15","110","17.13","2.72","111/1",
"1538","正峰","0.00","109","-","9.25","111/1",
"1539","巨庭","2.52","110","11.73","1.45","111/1",
"1540","喬福","1.91","110","157.00","1.01","111/1",
"1541","錩泰","5.01","110","10.07","2.24","111/1",
"1558","伸興","6.14","110","23.55","1.63","111/1",
"1560","中砂","1.79","110","26.62","4.39","111/1",
"1568","倉佑","1.20","110","33.92","1.69","111/1",
"1582","信錦","7.90","110","52.83","1.40","111/1",
"1583","程泰","4.22","110","17.72","1.27","111/1",
"1587","吉茂","3.88","110","16.23","1.38","111/1",
"1589","永冠-KY","1.11","110","-","0.67","111/1",
"1590","亞德客-KY","1.40","110","28.48","5.39","111/1",
"1597","直得","3.11","110","20.59","2.88","111/1",
"1598","岱宇","5.71","110","42.12","1.48","111/1",
"1603","華電","1.66","110","19.14","0.81","111/1",
"1604","聲寶","8.78","110","6.73","1.30","111/1",
"1605","華新","3.40","110","9.73","1.46","111/1",
"1608","華榮","7.85","110","19.10","1.05","111/1",
"1609","大亞","3.60","110","13.97","1.66","111/1",
"1611","中電","4.38","110","21.22","1.33","111/1",
"1612","宏泰","11.38","110","2.95","0.98","111/1",
"1614","三洋電","3.33","110","26.36","1.79","111/1",
"1615","大山","8.27","110","9.08","1.79","111/1",
"1616","億泰","0.00","109","18.42","1.13","111/1",
"1617","榮星","5.59","110","13.53","1.15","111/1",
"1618","合機","3.77","110","11.04","0.59","111/1",
