"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","4.87","110","14.32","1.21","111/1",
"1102","亞泥","7.79","110","10.75","0.94","111/1",
"1103","嘉泥","3.63","110","16.42","0.45","111/1",
"1104","環泥","4.74","110","9.91","0.68","111/1",
"1108","幸福","5.43","110","17.00","1.00","111/1",
"1109","信大","7.63","110","10.08","0.83","111/1",
"1110","東泥","0.99","110","74.81","1.33","111/1",
"1201","味全","2.41","110","20.15","1.49","111/1",
"1203","味王","3.36","110","16.94","1.42","111/1",
"1210","大成","4.25","110","23.18","1.93","111/1",
"1213","大飲","0.00","109","-","1.06","111/1",
"1215","卜蜂","5.05","110","16.36","2.53","111/1",
"1216","統一","4.19","110","19.60","2.95","111/1",
"1217","愛之味","2.79","110","29.05","0.79","111/1",
"1218","泰山","3.27","110","26.15","2.24","111/1",
"1219","福壽","4.91","110","24.89","1.56","111/1",
"1220","台榮","5.67","110","21.27","1.31","111/1",
"1225","福懋油","3.20","110","23.90","2.99","111/1",
"1227","佳格","4.03","110","19.32","2.31","111/1",
"1229","聯華","4.17","110","18.84","1.98","111/1",
"1231","聯華食","3.15","110","19.64","3.48","111/1",
"1232","大統益","3.92","110","19.90","4.58","111/1",
"1233","天仁","2.38","110","68.67","2.04","111/1",
"1234","黑松","4.95","110","17.53","0.76","111/1",
"1235","興泰","6.86","110","46.95","1.40","111/1",
"1236","宏亞","1.93","110","8.39","1.10","111/1",
"1256","鮮活果汁-KY","4.95","110","16.04","2.32","111/1",
"1301","台塑","7.96","110","8.99","1.53","111/1",
"1303","南亞","9.21","110","8.21","1.47","111/1",
"1304","台聚","8.45","110","6.23","1.05","111/1",
"1305","華夏","8.13","110","8.54","1.54","111/1",
"1307","三芳","2.53","110","395.00","1.01","111/1",
"1308","亞聚","10.33","110","6.21","1.09","111/1",
"1309","台達化","8.83","110","6.61","1.34","111/1",
"1310","台苯","0.97","110","-","1.12","111/1",
"1312","國喬","8.28","110","4.93","0.64","111/1",
"1313","聯成","5.83","110","12.25","0.74","111/1",
"1314","中石化","3.65","110","15.87","0.51","111/1",
"1315","達新","5.71","110","138.25","0.65","111/1",
"1316","上曜","0.00","109","-","1.74","111/1",
"1319","東陽","2.28","110","29.76","0.99","111/1",
"1321","大洋","2.18","110","128.40","1.07","111/1",
"1323","永裕","4.65","110","11.13","1.35","111/1",
"1324","地球","1.95","110","512.50","0.81","111/1",
"1325","恆大","6.45","110","21.09","0.89","111/1",
"1326","台化","6.12","110","14.55","1.14","111/1",
"1337","再生-KY","0.00","109","-","0.30","111/1",
"1338","廣華-KY","4.82","110","12.10","0.65","111/1",
"1339","昭輝","5.24","110","14.73","0.82","111/1",
"1340","勝悅-KY","0.00","109","-","0.31","111/1",
"1341","富林-KY","8.23","110","13.89","2.65","111/1",
"1342","八貫","4.09","110","15.65","3.00","111/1",
"1402","遠東新","4.82","110","17.12","0.79","111/1",
"1409","新纖","7.37","110","7.57","0.87","111/1",
"1410","南染","3.69","110","30.34","2.10","111/1",
"1413","宏洲","0.00","109","8.90","1.09","111/1",
"1414","東和","2.96","110","27.24","1.24","111/1",
"1416","廣豐","4.59","110","23.19","0.56","111/1",
"1417","嘉裕","3.26","110","1,075.00","0.74","111/1",
"1418","東華","0.00","109","-","0.86","111/1",
"1419","新紡","2.42","110","6.82","1.05","111/1",
"1423","利華","3.85","110","16.96","0.86","111/1",
"1432","大魯閣","0.00","109","-","1.56","111/1",
"1434","福懋","3.80","110","20.91","0.71","111/1",
"1435","中福","0.00","109","49.46","5.07","111/1",
"1436","華友聯","6.37","110","17.65","2.11","111/1",
"1437","勤益控","3.52","110","12.78","0.77","111/1",
"1438","三地開發","0.00","109","67.71","2.08","111/1",
"1439","中和","0.94","110","15.40","0.85","111/1",
"1440","南紡","4.10","110","12.58","1.17","111/1",
"1441","大東","0.00","109","-","1.09","111/1",
"1442","名軒","5.44","110","17.09","1.38","111/1",
"1443","立益","0.00","109","7.55","1.41","111/1",
"1444","力麗","2.87","110","11.88","0.90","111/1",
"1445","大宇","1.36","109","-","1.18","111/1",
"1446","宏和","0.93","110","-","2.91","111/1",
"1447","力鵬","0.00","109","29.56","0.69","111/1",
"1449","佳和","0.00","109","8.45","0.92","111/1",
"1451","年興","4.43","110","12.32","0.59","111/1",
"1452","宏益","9.07","110","10.92","1.01","111/1",
"1453","大將","1.00","110","22.43","2.13","111/1",
"1454","台富","3.47","110","96.00","1.08","111/1",
"1455","集盛","6.08","110","11.34","0.95","111/1",
"1456","怡華","7.63","110","6.26","1.08","111/1",
"1457","宜進","5.26","110","3.88","0.82","111/1",
"1459","聯發","2.02","110","5.49","0.88","111/1",
"1460","宏遠","0.00","109","-","0.77","111/1",
"1463","強盛","2.99","110","40.61","1.00","111/1",
"1464","得力","1.79","110","26.32","1.09","111/1",
"1465","偉全","2.42","110","-","0.80","111/1",
"1466","聚隆","7.22","110","8.45","0.85","111/1",
"1467","南緯","5.13","109","-","1.02","111/1",
"1468","昶和","0.00","109","-","1.59","111/1",
"1470","大統新創","3.19","110","25.10","2.23","111/1",
"1471","首利","0.00","109","-","0.99","111/1",
"1472","三洋實業","0.00","109","-","3.17","111/1",
"1473","台南","0.53","110","-","0.86","111/1",
"1474","弘裕","3.95","110","12.40","0.75","111/1",
"1475","業旺","0.00","109","32.26","6.00","111/1",
"1476","儒鴻","2.59","110","22.74","5.49","111/1",
"1477","聚陽","5.86","110","13.52","3.15","111/1",
"1503","士電","3.10","110","16.18","1.10","111/1",
"1504","東元","4.74","110","14.11","0.79","111/1",
"1506","正道","0.00","109","57.21","3.29","111/1",
"1512","瑞利","0.00","109","-","8.71","111/1",
"1513","中興電","5.71","110","12.01","1.87","111/1",
"1514","亞力","4.58","110","15.69","1.68","111/1",
"1515","力山","7.95","110","10.12","1.88","111/1",
"1516","川飛","6.47","110","11.30","1.80","111/1",
"1517","利奇","3.68","110","9.71","1.26","111/1",
"1519","華城","2.89","110","32.95","2.75","111/1",
"1521","大億","1.69","110","33.18","1.53","111/1",
"1522","堤維西","2.09","110","21.01","0.99","111/1",
"1524","耿鼎","1.70","110","29.33","1.29","111/1",
