"111年06月10日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","4.83","110","14.43","1.22","111/1",
"1102","亞泥","7.70","110","10.87","0.95","111/1",
"1103","嘉泥","3.50","110","17.02","0.47","111/1",
"1104","環泥","4.52","110","10.38","0.71","111/1",
"1108","幸福","5.41","110","17.08","1.01","111/1",
"1109","信大","7.50","110","10.26","0.85","111/1",
"1110","東泥","1.01","110","73.15","1.30","111/1",
"1201","味全","2.40","110","20.19","1.50","111/1",
"1203","味王","3.30","110","17.25","1.44","111/1",
"1210","大成","4.10","110","24.01","2.00","111/1",
"1213","大飲","0.00","110","-","1.11","111/1",
"1215","卜蜂","4.88","110","16.94","2.62","111/1",
"1216","統一","4.18","110","19.64","2.95","111/1",
"1217","愛之味","2.69","110","30.14","0.82","111/1",
"1218","泰山","3.27","110","26.11","2.24","111/1",
"1219","福壽","4.93","110","24.78","1.55","111/1",
"1220","台榮","5.70","110","21.14","1.30","111/1",
"1225","福懋油","3.26","110","23.52","2.94","111/1",
"1227","佳格","4.02","110","19.39","2.32","111/1",
"1229","聯華","4.01","110","19.56","2.06","111/1",
"1231","聯華食","3.11","110","19.93","3.53","111/1",
"1232","大統益","3.90","110","20.03","4.61","111/1",
"1233","天仁","2.41","110","67.76","2.01","111/1",
"1234","黑松","4.88","110","17.78","0.77","111/1",
"1235","興泰","6.90","110","46.69","1.39","111/1",
"1236","宏亞","1.66","110","9.76","1.28","111/1",
"1256","鮮活果汁-KY","4.42","110","17.96","2.60","111/1",
"1301","台塑","7.63","110","9.38","1.60","111/1",
"1303","南亞","8.85","110","8.54","1.53","111/1",
"1304","台聚","8.37","110","6.29","1.06","111/1",
"1305","華夏","7.60","110","9.14","1.65","111/1",
"1307","三芳","2.49","110","402.00","1.03","111/1",
"1308","亞聚","10.00","110","6.41","1.13","111/1",
"1309","台達化","8.29","110","7.04","1.43","111/1",
"1310","台苯","0.92","110","-","1.19","111/1",
"1312","國喬","8.13","110","5.02","0.65","111/1",
"1313","聯成","5.75","110","12.43","0.75","111/1",
"1314","中石化","3.56","110","16.30","0.53","111/1",
"1315","達新","5.77","110","136.84","0.64","111/1",
"1316","上曜","0.00","110","-","1.73","111/1",
"1319","東陽","2.05","110","33.20","1.11","111/1",
"1321","大洋","2.17","110","129.00","1.07","111/1",
"1323","永裕","4.57","110","11.33","1.37","111/1",
"1324","地球","1.86","110","537.50","0.85","111/1",
"1325","恆大","6.16","110","22.07","0.93","111/1",
"1326","台化","5.82","110","15.31","1.20","111/1",
"1337","再生-KY","0.00","109","-","0.34","111/1",
"1338","廣華-KY","4.38","110","13.31","0.71","111/1",
"1339","昭輝","5.04","110","15.33","0.86","111/1",
"1340","勝悅-KY","0.00","109","-","0.32","111/1",
"1341","富林-KY","7.95","110","14.38","2.75","111/1",
"1342","八貫","4.26","110","15.01","2.88","111/1",
"1402","遠東新","4.79","110","17.20","0.79","111/1",
"1409","新纖","7.18","110","7.77","0.89","111/1",
"1410","南染","3.68","110","30.43","2.11","111/1",
"1413","宏洲","0.00","109","9.08","1.11","111/1",
"1414","東和","2.98","110","27.01","1.23","111/1",
"1416","廣豐","4.42","110","24.04","0.58","111/1",
"1417","嘉裕","3.13","110","1,120.00","0.77","111/1",
"1418","東華","0.00","109","-","0.83","111/1",
"1419","新紡","2.40","110","6.90","1.07","111/1",
"1423","利華","3.84","110","17.00","0.86","111/1",
"1432","大魯閣","0.00","110","-","1.56","111/1",
"1434","福懋","3.76","110","21.11","0.71","111/1",
"1435","中福","0.00","109","50.50","5.18","111/1",
"1436","華友聯","6.17","110","18.22","2.18","111/1",
"1437","勤益控","3.53","110","12.75","0.77","111/1",
"1438","三地開發","0.00","109","66.88","2.06","111/1",
"1439","中和","0.97","110","15.00","0.83","111/1",
"1440","南紡","3.88","110","13.29","1.24","111/1",
"1441","大東","0.00","109","-","1.13","111/1",
"1442","名軒","5.33","110","17.44","1.41","111/1",
"1443","立益","0.00","109","7.89","1.47","111/1",
"1444","力麗","2.75","110","12.39","0.94","111/1",
"1445","大宇","1.30","109","-","1.23","111/1",
"1446","宏和","0.92","110","-","2.94","111/1",
"1447","力鵬","0.00","109","30.00","0.70","111/1",
"1449","佳和","0.00","109","8.17","0.89","111/1",
"1451","年興","4.17","110","13.11","0.63","111/1",
"1452","宏益","8.97","110","11.04","1.02","111/1",
"1453","大將","0.92","110","24.25","2.30","111/1",
"1454","台富","3.03","110","110.00","1.24","111/1",
"1455","集盛","6.11","110","11.29","0.94","111/1",
"1456","怡華","7.83","110","6.10","1.05","111/1",
"1457","宜進","5.05","110","4.04","0.85","111/1",
"1459","聯發","1.79","110","6.19","0.99","111/1",
"1460","宏遠","0.00","109","-","0.80","111/1",
"1463","強盛","2.85","110","42.58","1.05","111/1",
"1464","得力","1.76","110","26.79","1.11","111/1",
"1465","偉全","2.27","110","-","0.85","111/1",
"1466","聚隆","7.25","110","8.41","0.85","111/1",
"1467","南緯","5.05","109","-","1.03","111/1",
"1468","昶和","0.00","109","-","1.64","111/1",
"1470","大統新創","3.46","110","23.10","2.05","111/1",
"1471","首利","0.00","109","-","1.23","111/1",
"1472","三洋實業","0.00","110","-","3.29","111/1",
"1473","台南","0.51","110","-","0.89","111/1",
"1474","弘裕","3.88","110","12.65","0.77","111/1",
"1475","業旺","0.00","109","31.84","5.92","111/1",
"1476","儒鴻","2.40","110","24.63","5.95","111/1",
"1477","聚陽","5.69","110","13.94","3.25","111/1",
"1503","士電","3.02","110","16.60","1.13","111/1",
"1504","東元","4.52","110","14.78","0.83","111/1",
"1506","正道","0.00","109","52.50","3.02","111/1",
"1512","瑞利","0.00","109","-","9.24","111/1",
"1513","中興電","5.46","110","12.57","1.96","111/1",
"1514","亞力","4.42","110","16.26","1.74","111/1",
"1515","力山","8.19","110","9.83","1.82","111/1",
"1516","川飛","5.87","110","12.45","1.98","111/1",
"1517","利奇","3.48","110","10.27","1.33","111/1",
"1519","華城","2.80","110","34.05","2.84","111/1",
"1521","大億","1.53","110","36.54","1.69","111/1",
"1522","堤維西","1.63","110","26.93","1.27","111/1",
"1524","耿鼎","1.41","110","35.58","1.56","111/1",
"1525","江申","3.63","110","15.13","0.91","111/1",
"1526","日馳","5.18","110","10.04","2.17","111/1",
"1527","鑽全","5.08","110","12.43","1.46","111/1",
"1528","恩德","0.96","110","8.81","0.89","111/1",
"1529","樂士","2.90","110","24.64","1.71","111/1",
"1530","亞崴","4.76","110","17.90","0.97","111/1",
"1531","高林股","4.76","110","12.35","0.71","111/1",
"1532","勤美","6.40","110","8.95","0.92","111/1",
"1533","車王電","0.45","110","66.67","2.50","111/1",
"1535","中宇","6.20","110","12.27","1.53","111/1",
"1536","和大","1.81","110","67.68","2.45","111/1",
"1537","廣隆","5.07","110","17.38","2.76","111/1",
"1538","正峰","0.00","109","-","8.37","111/1",
"1539","巨庭","2.38","110","12.40","1.53","111/1",
"1540","喬福","1.83","110","163.50","1.06","111/1",
"1541","錩泰","4.40","110","11.45","2.55","111/1",
"1558","伸興","6.12","110","23.64","1.64","111/1",
"1560","中砂","1.66","110","28.66","4.73","111/1",
"1568","倉佑","1.08","110","37.43","1.87","111/1",
"1582","信錦","7.79","110","53.54","1.42","111/1",
"1583","程泰","4.31","110","17.37","1.24","111/1",
"1587","吉茂","3.85","110","16.35","1.39","111/1",
"1589","永冠-KY","1.04","110","-","0.71","111/1",
"1590","亞德客-KY","1.31","110","30.43","5.76","111/1",
"1597","直得","3.00","110","21.33","2.98","111/1",
"1598","岱宇","5.63","110","42.69","1.50","111/1",
"1603","華電","1.76","110","18.12","0.76","111/1",
"1604","聲寶","8.88","110","6.65","1.29","111/1",
"1605","華新","3.71","110","8.92","1.34","111/1",
"1608","華榮","7.85","110","19.10","1.05","111/1",
"1609","大亞","3.83","110","13.12","1.56","111/1",
"1611","中電","3.90","110","23.84","1.50","111/1",
"1612","宏泰","11.38","110","2.95","0.98","111/1",
"1614","三洋電","3.34","110","26.29","1.78","111/1",
"1615","大山","8.20","110","9.16","1.81","111/1",
