日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2012/03/30,6.88,6.96,6.80,6.96,0.00,0.00,,,,,,190,,6041.0000,,,43.0000,,,-4959,-4959,868,,,0,,,0,,,868,,,0.000,
2012/04/02,6.96,7.06,6.90,7.06,0.10,1.4368,,,,,,87,,6020.0000,,,36.0000,,,-5328,-369,865,,,0,,,0,,,865,,,0.000,
2012/04/03,6.96,6.96,6.80,6.85,-0.21,-2.9745,,,,,,159,,5958.0000,,,12.0000,,,-6047,-719,856,,,0,,,0,,,856,,,0.000,
2012/04/05,6.81,6.81,6.58,6.64,-0.21,-3.0657,,,,,,126,,5899.0000,,,0.0000,,,-6658,-611,866,,,0,,,18,,,884,,,0.000,
2012/04/06,6.61,6.76,6.61,6.67,0.03,0.4518,6.8360,,,,,258,164,5776.0000,5938.8000,,0.0000,18.2000,,-5968,690,851,862,,0,0,,0,4,,851,865,,0.000,
2012/04/09,6.60,6.66,6.50,6.52,-0.15,-2.2489,6.7480,,,,,341,194,5402.0000,5811.0000,,0.0000,9.6000,,-6478,-510,843,857,,0,0,,0,4,,843,860,,0.000,
2012/04/10,6.66,6.76,6.55,6.57,0.05,0.7669,6.6500,,,,,259,228,5222.0000,5651.4000,,0.0000,2.4000,,-6055,423,840,852,,0,0,,16,7,,856,859,,0.000,
2012/04/11,6.51,6.57,6.50,6.54,-0.03,-0.4566,6.5880,,,,,85,213,5179.0000,5495.6000,,0.0000,0.0000,,-6075,-20,824,845,,0,0,,0,7,,824,852,,0.000,
2012/04/12,6.50,6.69,6.50,6.60,0.06,0.9174,6.5800,,,,,387,266,5178.0000,5351.4000,,0.0000,0.0000,,-5934,141,814,835,,0,0,,11,5,,825,840,,0.000,
2012/04/13,7.06,7.06,6.86,6.90,0.30,4.5455,6.6260,6.7310,,,,604,335,5262.0000,5248.6000,5593.7000,0.0000,0.0000,9.1000,-5242,692,796,824,843,0,0,0,8,7,5,804,831,848,0.000,
