日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2011/12/29,47.1,47.4,47.1,47.3,0,0,,,,,,61,,114,,,6,,,-9460,-9460,15417,,,1169,,,0,,,16586,,,0
2011/12/30,47.7,47.7,47.2,47.3,0,0,,,,,,34,,110,,,6,,,-9509,-49,15420,,,1167,,,8,,,16595,,,0
2012/1/2,47.3,47.4,47.2,47.4,0.1,0.2114,,,,,,14,,109,,,6,,,-10067,-558,15419,,,1169,,,0,,,16588,,,0
2012/1/3,47.7,47.9,47.5,47.65,0.25,0.5274,,,,,,23,,109,,,6,,,-9497,570,15418,,,1167,,,9,,,16594,,,0
2012/1/4,47.7,47.7,47.3,47.65,0,0,47.46,,,,,31,32,109,110.2,,6,6,,-9291,206,15393,15413,,1167,1169,,0,3,,16560,16585,,0
2012/1/5,47.65,47.65,47.3,47.5,-0.15,-0.3148,47.5,,,,,43,29,117,110.8,,6,6,,-8986,305,15383,15407,,1166,1168,,0,3,,16549,16578,,0
2012/1/6,47.5,47.5,47.05,47.1,-0.4,-0.8421,47.46,,,,,82,38,118,112.4,,6,6,,-9139,-153,15318,15386,,1166,1168,,0,2,,16484,16556,,0
2012/1/9,47,47.3,47,47.2,0.1,0.2123,47.42,,,,,53,46,107,112,,6,6,,-9448,-309,15312,15365,,1166,1167,,0,2,,16478,16534,,0
2012/1/10,47.2,47.3,47,47.1,-0.1,-0.2119,47.31,,,,,119,65,104,111,,6,6,,-9032,416,15317,15345,,1165,1167,,0,0,,16482,16512,,0
2012/1/11,47,47.1,47,47.05,-0.05,-0.1062,47.19,47.325,,,,52,69,95,108.2,109.2,6,6,6,-9013,19,15317,15329,15371,1165,1167,1168,0,0,2,16482,16496,16541,0
2012/1/12,47.3,47.5,47,47.15,0.1,0.2125,47.12,47.31,,,,63,73,85,101.8,106.3,6,6,6,-9379,-366,15314,15316,15361,1163,1166,1167,0,0,2,16477,16482,16530,0
2012/1/13,47,47.45,47,47.05,-0.1,-0.2121,47.11,47.285,,,,51,67,81,94.4,103.4,6,6,6,-9776,-397,15323,15317,15351,1160,1165,1166,0,0,1,16483,16481,16519,0
2012/1/16,47.5,47.5,46.2,46.75,-0.3,-0.6376,47.02,47.22,,,,89,74,80,89,100.5,8,6.4,6.2,-9717,59,15277,15310,15337,1159,1163,1165,5,1,1,16441,16474,16504,0
2012/1/17,47.05,47.1,46.75,47.1,0.35,0.7487,47.02,47.165,,,,24,55,74,83,97,8,6.8,6.4,-8963,754,15276,15301,15323,1159,1162,1165,0,1,0,16435,16465,16488,0
2012/1/18,47.3,47.3,46.9,47.2,0.1,0.2123,47.05,47.12,,,,90,63,59,75.8,92,8,7.2,6.6,-8861,102,15232,15284,15307,1158,1161,1164,0,1,0,16390,16446,16471,0
2012/1/30,47.4,48.3,47.4,47.6,0.4,0.8475,47.14,47.13,,,,83,67,54,69.6,85.7,8,7.6,6.8,-8015,846,15262,15274,15295,1158,1160,1163,0,1,0,16420,16435,16458,0
2012/1/31,47.6,47.7,47.1,47.7,0.1,0.2101,47.27,47.19,,,,85,74,55,64.4,79.4,8,8,7,-7379,636,15254,15260,15288,1157,1159,1162,0,1,0,16411,16420,16451,0
2012/2/1,47.7,48.3,47.7,48,0.3,0.6289,47.52,47.27,,,,82,72,55,59.4,74.2,8,8,7.2,-6702,677,15241,15253,15281,1156,1159,1161,0,0,0,16397,16412,16443,0
2012/2/2,48,48.3,47.9,48.15,0.15,0.3125,47.73,47.375,,,,69,81,56,55.8,69.4,8,8,7.4,-6077,625,15234,15245,15273,1155,1158,1160,0,0,0,16389,16402,16433,0
2012/2/3,48.45,48.45,48.05,48.35,0.2,0.4154,47.96,47.505,47.415,,,119,87,57,55.4,65.6,8,8,7.6,-5887,190,15202,15239,15262,1154,1157,1159,0,0,0,16356,16396,16421,0
2012/2/4,48.35,48.95,48.35,48.6,0.25,0.5171,48.16,47.65,47.48,,,72,85,56,55.8,62.7,8,8,7.8,-5465,422,15197,15226,15250,1152,1156,1158,3,1,1,16352,16382,16408,0
2012/2/6,48.6,48.6,48.15,48.25,-0.35,-0.7202,48.27,47.77,47.5275,,,81,84,71,59,61.7,8,8,8,-5853,-388,15171,15209,15235,1150,1154,1157,0,1,1,16321,16364,16392,0
