日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 未平倉量",
2012/01/05,35.20,36.00,34.85,36.00,0.00,0.00,,,,,,7016,,4097.0000,,,1252.0000,,,904637,,,63418,,,16794,,,984851,,,-8986,-8986,0.000,
2012/01/06,36.00,36.10,35.60,36.10,0.10,0.2778,,,,,,4781,,3989.0000,,,1288.0000,,,906417,,,63432,,,16764,,,986615,,,-9139,-153,0.000,
2012/01/09,36.05,36.40,35.70,36.40,0.30,0.831,,,,,,3976,,3938.0000,,,1290.0000,,,907757,,,62462,,,16777,,,986998,,,-9448,-309,0.000,
2012/01/10,36.50,37.50,36.50,37.40,1.00,2.7473,,,,,,7952,,3524.0000,,,1456.0000,,,912072,,,62533,,,16810,,,991417,,,-9032,416,0.000,
2012/01/11,37.50,37.80,37.10,37.40,0.00,0.00,36.6600,,,,,7658,6276,3262.0000,3762.0000,,1548.0000,1366.8000,,915667,909311,,62098,62790,,16823,16794,,994590,988895,,-9013,19,0.000,
2012/01/12,37.45,37.55,36.90,37.45,0.05,0.1337,36.9500,,,,,9327,6738,3075.0000,3557.6000,,1532.0000,1422.8000,,919780,912339,,61583,62423,,16940,16824,,998305,991586,,-9379,-366,0.000,
2012/01/13,37.60,37.80,37.00,37.45,0.00,0.00,37.2200,,,,,11487,8080,2758.0000,3311.4000,,1517.0000,1468.6000,,922499,915556,,61550,62046,,16883,16847,,1000934,994449,,-9776,-397,0.000,
2012/01/16,37.60,37.60,35.60,36.35,-1.10,-2.9372,37.2100,,,,,7118,8708,2953.0000,3114.4000,,1285.0000,1467.6000,,922244,918453,,60165,61587,,17136,16919,,999547,996959,,-9717,59,0.000,
2012/01/17,36.35,36.40,35.60,36.25,-0.10,-0.2751,36.9800,,,,,6270,8372,3191.0000,3047.8000,,1183.0000,1413.0000,,923500,920739,,59724,61025,,16978,16953,,1000203,998716,,-8963,754,0.000,
2012/01/18,36.20,36.95,35.70,36.40,0.15,0.4138,36.7800,36.7200,,,,8286,8497,3057.0000,3006.8000,3384.4000,1186.0000,1340.6000,1353.7000,927433,923092,916201,59153,60436,61613,16918,16972,16883,1003506,1000500,994697,-8861,102,0.000,
2012/01/30,37.50,38.55,36.10,36.50,0.10,0.2747,36.5900,36.7700,,,,12599,9152,3004.0000,2992.6000,3275.1000,1046.0000,1243.4000,1333.1000,934775,926091,919215,56099,59339,60881,16908,16965,16895,1007784,1002395,996990,-8015,846,0.000,
2012/01/31,36.50,37.50,35.80,37.50,1.00,2.7397,36.6000,36.9100,,,,11441,9142,3523.0000,3145.6000,3228.5000,998.0000,1139.6000,1304.1000,939733,929537,922547,54043,57838,59942,16806,16950,16899,1010583,1004325,999387,-7379,636,0.000,
