"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","6.94","109","11.91","1.46","109/4",
"1102","亞泥","7.10","109","11.42","1.14","109/4",
"1103","嘉泥","5.67","109","9.01","0.66","109/4",
"1104","環泥","4.12","109","13.98","0.94","109/4",
"1108","幸福","4.09","109","17.63","1.49","109/4",
"1109","信大","5.19","109","9.83","1.32","109/4",
"1110","東泥","0.54","109","465.00","1.25","109/4",
"1201","味全","2.24","109","22.31","1.75","109/4",
"1203","味王","2.91","109","20.86","1.74","109/4",
"1210","大成","5.14","109","14.64","2.26","109/4",
"1213","大飲","0.00","108","-","0.93","109/4",
"1215","卜蜂","5.05","108","12.82","2.56","109/4",
"1216","統一","3.61","109","19.71","3.71","109/4",
"1217","愛之味","0.00","108","22.45","0.86","109/4",
"1218","泰山","4.33","109","18.46","2.24","109/4",
"1219","福壽","1.72","108","12.20","1.70","109/4",
"1220","台榮","6.08","109","16.13","1.23","109/4",
"1225","福懋油","2.60","109","31.28","3.57","109/4",
"1227","佳格","4.33","109","16.30","2.96","109/4",
"1229","聯華","5.18","109","21.44","2.09","109/4",
"1231","聯華食","4.45","109","15.61","2.65","109/4",
"1232","大統益","4.20","109","17.70","5.02","109/4",
"1233","天仁","2.26","109","56.19","2.14","109/4",
"1234","黑松","4.88","109","16.70","0.82","109/4",
"1235","興泰","3.79","108","44.69","0.98","109/4",
"1236","宏亞","1.37","109","-","0.98","109/4",
"1256","鮮活果汁-KY","2.68","109","19.46","5.74","109/4",
"1301","台塑","2.15","109","35.40","2.13","109/4",
"1303","南亞","2.63","109","28.12","2.10","109/4",
"1304","台聚","2.58","109","17.22","1.98","109/4",
"1305","華夏","5.07","109","15.39","2.59","109/4",
"1307","三芳","2.07","109","44.00","1.22","109/4",
"1308","亞聚","4.04","109","18.24","1.67","109/4",
"1309","台達化","5.73","109","9.39","2.84","109/4",
"1310","台苯","2.11","109","43.00","1.72","109/4",
"1312","國喬","0.00","108","7.35","1.07","109/4",
"1313","聯成","3.42","109","17.73","1.51","109/4",
"1314","中石化","2.05","108","69.76","0.68","109/4",
"1315","達新","10.65","109","1.85","0.82","109/4",
"1316","上曜","0.00","108","62.00","1.18","109/4",
"1319","東陽","2.00","109","28.78","1.09","109/4",
"1321","大洋","2.34","109","13.18","1.43","109/4",
"1323","永裕","4.37","109","11.35","1.50","109/4",
"1324","地球","2.25","109","60.68","1.03","109/4",
"1325","恆大","13.13","109","3.95","2.09","109/4",
