"107年04月24日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","3.55","105","22.82","1.27","106/4",
"1102","亞泥","3.88","106","18.96","0.82","106/4",
"1103","嘉泥","4.13","106","8.71","0.44","106/4",
"1104","環泥","5.01","106","10.16","0.84","106/4",
"1108","幸福","7.92","105","-","0.70","106/4",
"1109","信大","0.72","106","10.15","0.88","106/4",
"1110","東泥","0.72","106","126.82","0.93","106/4",
"1201","味全","0.00","105","18.13","2.32","106/4",
"1203","味王","5.06","106","13.82","1.34","106/4",
"1210","大成","4.20","105","10.93","1.53","106/4",
"1213","大飲","0.00","105","371.25","1.21","106/4",
"1215","卜蜂","4.77","105","11.76","2.52","106/4",
"1216","統一","7.82","106","10.03","3.33","106/4",
"1217","愛之味","0.00","105","27.78","0.68","106/4",
"1218","泰山","2.36","106","18.23","1.51","106/4",
"1219","福壽","2.15","105","42.27","1.53","106/4",
"1220","台榮","3.39","106","26.82","0.94","106/4",
"1225","福懋油","1.71","106","64.87","5.02","106/4",
"1227","佳格","2.99","106","28.03","4.12","106/4",
"1229","聯華","7.41","106","12.15","1.43","106/4",
"1231","聯華食","5.16","106","13.74","1.79","106/4",
"1232","大統益","5.39","106","18.14","3.93","106/4",
"1233","天仁","5.94","106","19.51","2.29","106/4",
"1234","黑松","4.82","106","23.07","0.71","106/4",
"1235","興泰","2.88","106","6.63","0.49","106/4",
"1236","宏亞","0.57","106","350.00","1.08","106/4",
"1256","鮮活果汁-KY","3.03","106","17.70","3.40","106/4",
"1262","綠悅-KY","0.81","106","7.90","0.56","106/4",
"1301","台塑","5.48","106","13.40","1.92","106/4",
"1303","南亞","6.30","106","11.78","1.80","106/4",
"1304","台聚","3.46","106","13.63","0.84","106/4",
"1305","華夏","5.60","106","12.46","2.03","106/4",
"1307","三芳","5.29","106","14.16","1.53","106/4",
"1308","亞聚","5.06","106","16.33","0.94","106/4",
"1309","台達化","0.00","105","8.07","1.04","106/4",
"1310","台苯","7.44","106","10.75","1.56","106/4",
"1312","國喬","3.03","106","9.23","1.47","106/4",
"1313","聯成","9.16","106","9.78","1.08","106/4",
"1314","中石化","0.00","106","5.64","0.55","106/4",
"1315","達新","4.10","106","29.78","0.70","106/4",
"1316","上曜","10.09","106","7.54","1.44","106/4",
"1319","東陽","3.80","106","13.64","1.57","106/4",
"1321","大洋","0.00","105","-","1.26","106/4",
"1323","永裕","3.86","106","12.08","1.68","106/4",
"1324","地球","2.38","106","15.75","0.92","106/4",
"1325","恆大","1.92","106","35.69","0.92","106/4",
"1326","台化","6.54","106","11.47","1.75","106/4",
"1337","再生-KY","0.60","105","17.21","0.32","106/4",
"1338","廣華-KY","4.88","106","11.08","1.32","106/4",
"1339","昭輝","5.09","106","10.56","0.92","106/4",
"1340","勝悅-KY","4.85","105","6.87","0.87","106/4",
"1402","遠東新","4.47","106","17.78","0.74","106/4",
"1409","新纖","5.03","106","16.57","0.59","106/4",
"1410","南染","5.96","106","18.36","1.40","106/4",
"1413","宏洲","0.00","105","16.82","2.18","106/4",
"1414","東和","2.60","105","18.73","0.54","106/4",
"1416","廣豐","7.10","106","14.08","0.74","106/4",
"1417","嘉裕","0.00","105","-","0.50","106/4",
"1418","東華","0.00","105","-","5.06","106/4",
"1419","新紡","7.84","106","11.46","1.55","106/4",
"1423","利華","0.00","105","43.89","0.78","106/4",
"1432","大魯閣","0.00","105","-","0.95","106/4",
"1434","福懋","5.75","106","13.01","0.80","106/4",
"1435","中福","0.00","105","560.00","0.75","106/4",
"1436","華友聯","7.59","106","12.54","1.22","106/4",
"1437","勤益控","5.41","106","11.56","0.67","106/4",
"1438","三地開發","0.00","105","-","1.36","106/4",
"1439","雋揚","1.19","105","-","2.03","106/4",
"1440","南紡","2.75","106","29.11","0.87","106/4",
"1441","大東","0.00","105","-","1.90","106/4",
"1442","名軒","9.21","106","10.45","1.04","106/4",
"1443","立益物流","0.00","105","-","0.86","106/4",
"1444","力麗","0.00","105","-","0.95","106/4",
"1445","大宇","2.44","106","91.11","0.61","106/4",
"1446","宏和","1.35","106","-","1.81","106/4",
"1447","力鵬","0.00","105","-","0.67","106/4",
"1449","佳和","0.00","105","14.04","1.10","106/4",
"1451","年興","6.05","106","17.46","0.68","106/4",
"1452","宏益","6.76","106","12.70","1.12","106/4",
"1453","大將","0.00","105","-","1.11","106/4",
"1454","台富","2.41","106","59.21","0.69","106/4",
"1455","集盛","3.86","106","17.54","0.82","106/4",
"1456","怡華","0.00","105","23.54","0.77","106/4",
"1457","宜進","5.11","106","5.33","0.82","106/4",
"1459","聯發","1.16","106","28.83","0.79","106/4",
"1460","宏遠","1.63","106","26.17","1.15","106/4",
"1463","強盛","13.76","106","6.26","1.42","106/4",
"1464","得力","8.63","106","22.97","1.72","106/4",
"1465","偉全","2.69","106","59.40","0.94","106/4",
