,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,1229,2021,113.20,18.50,141.00,57.00,61.90,50.70,9.41,7.43,28.19,-1,-1,-1,-1,-1
1,1229,2020,95.55,15.60,128.00,57.00,42.60,40.80,8.53,6.83,24.95,-1,-1,-1,-1,-1
2,1229,2019,82.63,62.10,110.00,62.00,36.95,34.60,10.10,8.18,24.57,2019,3.20,7.85,2.51,127.00
3,1229,2018,50.97,6.18,105.00,55.00,29.65,36.10,9.91,8.24,23.34,2018,2.10,6.06,2.35,89.40
4,1229,2017,48.00,-8.10,95.60,64.00,36.60,28.00,12.50,10.60,26.37,2017,2.80,7.76,3.11,90.00
5,1229,2016,52.23,-1.52,91.10,62.00,22.05,20.70,10.10,8.44,24.19,2016,2.10,7.51,2.37,88.60
6,1229,2015,53.04,0.03,88.90,53.00,19.00,20.30,6.71,5.59,22.70,2015,1.45,7.00,1.59,91.20
7,1229,2014,53.02,-1.10,85.50,55.00,20.45,20.10,7.93,6.52,25.32,2014,1.80,8.85,2.01,89.60
8,1229,2013,53.62,4.32,85.30,51.00,19.40,19.30,6.50,5.21,24.41,2013,1.00,4.99,1.57,63.70
9,1229,2012,39.37,-3.64,84.90,53.00,18.95,18.70,7.60,6.13,23.30,2012,1.00,5.17,1.86,53.70
10,1229,2011,40.86,24.20,84.80,51.00,17.55,20.30,7.11,5.77,24.75,2011,1.00,5.34,1.81,55.20
11,1229,2010,32.88,6.47,82.00,55.00,23.45,18.70,9.71,7.70,26.34,2010,1.50,7.38,2.43,61.70
12,1229,2009,30.88,-20.40,81.40,53.00,15.75,14.30,7.83,5.91,20.10,2009,0.80,4.27,1.60,50.00
13,1229,2008,38.83,30.90,78.70,38.00,11.60,17.10,0.54,0.42,17.67,2008,0.60,4.19,0.26,231.00
14,1229,2007,29.67,33.40,70.90,47.00,18.50,17.90,8.46,6.84,22.40,2007,1.20,7.01,2.09,57.40
15,1229,2006,22.24,-2.79,68.00,47.00,17.80,14.30,8.49,6.74,21.33,2006,1.00,5.59,1.78,56.20
16,1229,2005,22.88,20.00,66.50,47.00,12.40,11.40,8.42,6.54,16.09,2005,0.80,5.58,1.40,57.10
17,1229,2004,19.07,2.99,66.30,51.00,13.20,11.30,7.12,5.49,14.56,2004,0.60,5.25,1.08,55.70
18,1229,2003,18.51,8.83,66.10,49.00,9.50,8.76,6.65,5.02,14.79,2003,0.50,4.44,0.99,50.70
19,1229,2002,17.01,19.70,66.10,43.00,8.65,8.33,3.06,2.27,14.20,2002,0.20,2.28,0.44,45.50
20,1229,2001,14.21,-7.80,66.10,40.00,6.05,6.90,1.79,1.31,14.07,2001,0.20,2.40,0.25,80.00
21,1229,2000,15.42,9.28,64.80,-1,7.90,14.40,-1,-1,14.17,2000,0.40,5.80,0.91,44.00
22,1229,1999,14.11,7.76,62.00,-1,14.10,15.90,-1,-1,13.89,1999,0.65,4.52,0.80,81.20
23,1229,1998,13.09,3.42,60.20,-1,18.39,22.50,-1,-1,13.56,1998,0.50,3.14,0.29,172.00
24,1229,1997,12.66,-1,56.80,-1,22.70,28.30,-1,-1,13.94,1997,0.70,3.11,0.96,72.90
