,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,1515,2021,183.70,61.50,18.10,49.00,56.50,75.30,26.40,9.57,23.28,2021,3.00,6.87,5.80,51.70
1,1515,2020,113.70,43.90,18.10,49.00,72.80,74.00,22.80,10.00,20.59,2020,3.60,4.78,4.50,80.00
2,1515,2019,79.02,27.70,18.10,62.00,71.40,83.20,42.40,18.30,18.90,2019,3.00,4.06,7.01,42.80
3,1515,2018,61.86,16.40,18.10,47.00,71.50,49.00,15.90,5.96,13.93,2018,2.00,2.40,2.20,90.90
4,1515,2017,53.16,44.90,18.10,43.00,51.80,33.30,11.30,4.59,13.48,2017,1.20,2.45,1.49,80.50
5,1515,2016,36.69,6.30,18.10,40.00,15.05,12.70,4.33,1.86,12.71,2016,0.50,1.50,0.58,86.20
6,1515,2015,34.51,-4.14,18.10,45.00,10.45,10.70,5.32,2.25,13.31,2015,0.50,3.94,0.70,71.40
7,1515,2014,36.01,9.43,18.10,40.00,10.70,10.80,6.13,2.65,12.91,2014,0.00,0.00,0.81,0.00
8,1515,2013,32.90,-0.84,18.10,40.00,12.55,9.90,9.41,4.00,13.09,2013,0.50,4.62,1.14,43.90
9,1515,2012,32.16,32.80,18.10,38.00,7.75,5.46,3.25,1.31,10.87,2012,0.00,0.00,0.35,0.00
10,1515,2011,24.22,-27.40,22.90,32.00,4.80,6.33,-5.76,-2.47,8.28,2011,0.00,0.00,-0.52,0.00
11,1515,2010,33.37,7.84,22.90,43.00,9.97,10.60,3.53,1.57,9.46,2010,0.00,0.00,0.36,0.00
12,1515,2009,30.94,-5.02,22.90,40.00,10.10,6.64,7.13,2.78,9.90,2009,0.00,0.00,0.64,0.00
13,1515,2008,32.57,-24.00,22.90,26.00,3.09,6.21,-34.40,-13.20,7.33,2008,0.00,0.00,-3.45,0.00
14,1515,2007,42.87,-4.87,22.90,32.00,8.00,10.80,-2.34,-0.94,11.42,2007,0.00,0.00,-0.27,0.00
15,1515,2006,45.07,7.36,25.20,30.00,11.45,7.80,-0.20,-0.08,11.38,2006,0.00,0.00,0.12,0.00
16,1515,2005,41.97,-24.90,25.20,26.00,8.10,9.38,-7.11,-3.02,11.17,2005,0.00,0.00,-0.81,0.00
17,1515,2004,55.87,18.70,25.20,40.00,11.30,12.10,5.48,2.41,12.79,2004,0.60,6.40,0.71,84.50
18,1515,2003,47.07,1.69,25.20,43.00,12.00,13.00,5.68,2.57,12.10,2003,0.40,3.31,0.70,57.10
19,1515,2002,46.29,20.40,25.00,40.00,11.90,9.33,5.65,2.55,12.46,2002,0.50,3.85,0.69,72.50
20,1515,2001,38.45,-28.70,25.00,40.00,5.40,7.55,0.22,0.10,11.82,2001,0.00,0.00,0.03,0.00
21,1515,2000,53.96,1.83,25.00,40.00,10.70,23.50,2.25,0.97,11.94,2000,0.20,2.65,0.28,71.40
22,1515,1999,52.99,21.00,20.50,-1,30.30,47.40,-1,-1,13.88,1999,1.50,6.39,1.27,118.00
23,1515,1998,43.79,60.60,15.50,-1,57.50,70.50,-1,-1,16.69,1998,3.00,6.34,2.68,112.00
24,1515,1997,27.27,-1,12.70,-1,40.29,36.30,-1,-1,17.01,1997,2.00,2.84,1.50,133.00
