,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2397,2021,132.10,58.20,11.40,40.00,61.10,62.20,14.80,7.67,26.70,2021,3.60,5.90,5.38,66.90
1,2397,2020,83.50,18.70,11.50,49.00,67.60,72.30,9.19,5.72,25.99,2020,3.00,4.82,3.54,84.70
2,2397,2019,70.32,34.90,11.50,53.00,83.90,79.80,14.50,9.33,27.91,2019,5.00,6.92,5.51,90.80
3,2397,2018,52.11,40.20,11.50,60.00,64.00,66.90,19.20,13.60,28.10,2018,5.28,6.62,5.28,100.00
4,2397,2017,37.17,-2.78,11.50,64.00,60.50,55.60,13.30,10.10,27.01,2017,4.20,6.28,3.65,115.00
5,2397,2016,38.24,23.00,11.50,68.00,51.70,51.10,16.90,13.50,28.00,2016,4.50,8.09,4.59,98.00
6,2397,2015,31.09,18.30,11.50,68.00,46.55,40.30,12.10,9.91,26.38,2015,2.85,5.57,3.13,91.10
7,2397,2014,26.27,13.60,11.50,68.00,35.90,36.90,11.70,9.71,25.68,2014,2.58,6.41,2.95,87.50
8,2397,2013,23.12,19.40,11.50,62.00,37.60,30.40,9.01,7.59,24.75,2013,1.80,4.88,2.21,81.40
9,2397,2012,16.79,10.30,11.50,64.00,24.60,22.80,7.48,6.47,24.35,2012,1.50,4.93,1.82,82.40
10,2397,2011,15.22,1.37,11.50,68.00,21.15,25.70,7.49,6.64,24.31,2011,1.50,6.59,1.79,83.80
11,2397,2010,15.01,-18.30,12.00,62.00,28.10,33.90,5.15,4.61,23.44,2010,1.03,3.99,1.24,82.80
12,2397,2009,18.38,-47.00,12.10,72.00,43.10,40.20,10.50,9.14,24.89,2009,2.58,7.62,2.66,97.00
13,2397,2008,34.67,26.20,11.90,68.00,41.50,61.30,17.70,14.80,25.89,2008,3.80,9.45,4.57,83.20
14,2397,2007,27.48,-2.72,11.40,79.00,82.00,88.20,21.30,17.90,26.76,2007,4.40,7.18,5.56,79.10
15,2397,2006,28.25,8.28,10.80,70.00,58.00,50.20,19.70,16.50,26.87,2006,4.20,4.76,5.09,82.50
16,2397,2005,26.09,8.66,10.70,70.00,37.50,24.90,14.90,12.30,25.89,2005,3.20,6.37,3.66,87.40
17,2397,2004,24.01,-17.00,11.00,49.00,15.50,16.40,4.33,3.62,23.50,2004,1.00,4.02,1.00,100.00
18,2397,2003,28.94,-23.70,11.70,45.00,16.50,16.90,3.37,2.75,21.92,2003,1.00,6.11,0.78,128.00
19,2397,2002,37.92,-26.20,11.80,49.00,14.90,28.30,4.30,3.26,22.68,2002,1.00,5.93,1.01,99.00
20,2397,2001,51.35,12.10,11.50,51.00,43.80,42.60,12.70,9.20,24.80,2001,2.00,7.07,3.03,66.00
21,2397,2000,45.82,12.20,9.81,55.00,21.00,74.60,14.50,9.62,26.72,2000,3.00,7.05,3.18,94.30
22,2397,1999,40.83,-1,5.84,53.00,-1,-1,22.70,12.60,20.74,1999,3.00,4.02,4.29,69.90
