,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,5403,2021,40.72,74.10,7.09,47.00,70.20,66.10,22.50,8.78,26.27,2021,4.50,6.36,5.88,76.50
1,5403,2020,23.39,30.00,6.26,49.00,55.80,50.20,21.90,8.64,24.45,2020,4.00,6.05,5.20,76.90
2,5403,2019,18.00,11.80,6.26,49.00,41.65,38.50,19.00,8.76,21.54,2019,3.10,6.18,3.96,78.30
3,5403,2018,16.10,3.30,6.26,45.00,34.00,37.70,14.90,6.77,20.27,2018,3.00,7.79,3.08,97.40
4,5403,2017,15.58,0.05,6.26,51.00,37.35,35.50,18.40,8.54,20.50,2017,3.40,9.03,3.73,91.20
5,5403,2016,15.57,17.50,6.26,49.00,30.45,28.20,16.60,7.37,19.78,2016,3.00,8.46,3.25,92.30
6,5403,2015,13.26,4.35,6.26,45.00,21.70,21.90,13.20,6.02,19.08,2015,2.60,9.21,2.32,112.00
7,5403,2014,12.70,-12.10,7.37,47.00,22.40,23.70,14.30,5.84,16.78,2014,1.00,4.57,2.04,49.00
8,5403,2013,14.45,-2.73,5.62,43.00,25.10,22.90,17.80,7.17,15.40,2013,2.00,8.44,2.60,76.90
9,5403,2012,14.51,59.00,5.62,43.00,20.85,19.80,14.90,7.57,13.77,2012,1.60,6.98,2.03,78.90
10,5403,2011,9.13,-1.64,5.62,49.00,18.90,21.70,14.70,8.30,12.42,2011,1.01,5.11,1.99,50.80
11,5403,2010,9.28,-24.20,5.51,57.00,24.20,24.60,13.50,8.42,13.91,2010,2.00,9.20,1.86,108.00
12,5403,2009,12.25,-13.40,5.51,55.00,25.00,14.30,14.70,9.03,14.03,2009,1.77,7.19,2.01,87.90
13,5403,2008,14.14,12.00,5.89,45.00,11.40,13.90,11.40,7.39,12.78,2008,1.20,8.43,1.52,79.10
14,5403,2007,12.63,-3.96,5.60,45.00,13.10,14.60,11.20,7.17,13.74,2007,1.72,12.30,1.52,113.00
15,5403,2006,13.15,-10.90,5.20,38.00,14.60,14.40,11.20,6.65,13.56,2006,1.12,7.64,1.58,70.60
16,5403,2005,14.76,5.78,4.87,32.00,13.85,14.40,17.60,10.40,13.25,2005,1.35,9.36,2.35,57.40
17,5403,2004,13.95,25.20,4.46,-1,15.10,17.80,-1,-1,12.95,2004,1.69,11.80,2.19,77.40
18,5403,2003,11.14,22.60,4.00,-1,18.00,18.60,-1,-1,12.23,2003,1.67,9.37,2.20,75.90
19,5403,2002,9.09,10.80,3.59,-1,22.50,25.80,-1,-1,12.08,2002,1.71,9.18,2.20,77.70
20,5403,2001,8.20,6.69,3.11,-1,34.40,30.10,-1,-1,13.16,2001,1.66,6.43,2.17,76.50
21,5403,2000,7.69,45.70,2.67,-1,31.80,92.60,-1,-1,13.26,2000,1.80,5.98,2.36,76.30
22,5403,1999,5.28,4.52,2.09,-1,180.00,133.00,-1,-1,14.13,1999,2.50,2.70,3.27,76.50
23,5403,1998,5.05,43.30,1.61,-1,-1,-1,-1,-1,14.22,1998,2.70,2.02,2.66,102.00
24,5403,1997,3.52,-1,1.30,-1,-1,-1,-1,-1,14.38,1997,0.00,-1,1.34,0.00
