日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2012/4/9,27.3,27.75,27.3,27.45,0,0,,,,,,109,,1519,,,29,,,-6478,-6478,37213,,,66,,,17,,,37297,,,0
2012/4/10,27.5,28,27.5,27.85,0.4,1.4572,,,,,,80,,1521,,,4,,,-6055,423,37216,,,66,,,14,,,37297,,,0
2012/4/11,27.5,27.7,27.45,27.6,-0.25,-0.8977,,,,,,79,,1527,,,0,,,-6075,-20,37170,,,66,,,0,,,37236,,,0
2012/4/12,27.05,27.5,27.05,27.5,-0.1,-0.3623,,,,,,129,,1540,,,0,,,-5934,141,37097,,,66,,,8,,,37172,,,0
2012/4/13,27.5,28.6,27.5,28.35,0.85,3.0909,27.75,,,,,437,166,1546,1530.6,,0,6.6,,-5242,692,37084,37156,,66,67,,5,9,,37156,37232,,0
2012/4/16,28.2,28.2,27.6,27.75,-0.6,-2.1164,27.81,,,,,69,158,1541,1535,,0,0.8,,-5671,-429,37087,37131,,66,67,,4,7,,37158,37204,,0
2012/4/17,28.4,28.4,27.6,27.6,-0.15,-0.5405,27.76,,,,,76,158,1540,1538.8,,0,0,,-6361,-690,37052,37098,,66,67,,0,4,,37118,37169,,0
2012/4/18,27.6,27.8,27.6,27.6,0,0,27.76,,,,,50,152,1524,1538.2,,0,0,,-6453,-92,37056,37075,,66,67,,0,4,,37122,37146,,0
2012/4/19,27.65,28.2,27.6,27.65,0.05,0.1812,27.79,,,,,109,148,1527,1535.6,,0,0,,-6507,-54,37059,37068,,66,67,,0,2,,37125,37136,,0
2012/4/20,27.65,28,27.65,27.7,0.05,0.1808,27.66,27.705,,,,82,77,1498,1526,1528.3,0,0,3.3,-7116,-609,37061,37063,37110,66,67,67,0,1,5,37127,37131,37181,0
2012/4/23,27.7,27.7,27.4,27.5,-0.2,-0.722,27.61,27.71,,,,104,84,1492,1516.2,1525.6,0,0,0.4,-7592,-476,37064,37059,37095,66,67,67,0,0,3,37130,37125,37165,0
2012/4/24,27.3,27.4,27.1,27.3,-0.2,-0.7273,27.55,27.655,,,,137,96,1473,1502.8,1520.8,0,0,0,-7660,-68,37056,37059,37079,66,67,67,0,0,2,37122,37126,37147,0
2012/4/25,27.3,27.65,27.3,27.65,0.35,1.2821,27.56,27.66,,,,59,98,1473,1492.6,1515.4,0,0,0,-7080,580,37077,37064,37070,66,67,67,0,0,2,37143,37130,37138,0
2012/4/26,27.65,27.75,27.35,27.35,-0.3,-1.085,27.5,27.645,,,,68,90,1474,1482,1508.8,0,0,0,-7348,-268,37076,37067,37067,66,67,67,3,1,1,37146,37134,37135,0
2012/4/27,27.35,27.7,27.35,27.65,0.3,1.0969,27.49,27.575,,,,112,96,1477,1477.8,1501.9,0,0,0,-7734,-386,37084,37072,37067,66,67,67,2,1,1,37153,37139,37135,0
2012/4/30,27.65,27.65,27.5,27.6,-0.05,-0.1808,27.51,27.56,,,,61,87,1475,1474.4,1495.3,0,0,0,-7621,113,37075,37074,37066,66,67,67,0,1,1,37141,37142,37133,0
2012/5/2,27.9,28.45,27.9,28.4,0.8,2.8986,27.73,27.64,,,,137,87,1471,1474,1488.4,0,0,0,-6834,787,37082,37079,37069,66,67,67,3,2,1,37152,37148,37137,0
2012/5/3,28.5,28.5,28.15,28.25,-0.15,-0.5282,27.85,27.705,,,,43,84,1465,1472.4,1482.5,0,0,0,-7069,-235,37082,37080,37072,66,67,67,0,2,1,37148,37149,37139,0
2012/5/4,28.25,28.35,28.1,28.15,-0.1,-0.354,28.01,27.755,,,,97,90,1475,1472.6,1477.3,0,0,0,-6663,406,37091,37083,37075,66,67,67,4,2,1,37162,37152,37143,0
2012/5/7,28.15,28.3,27.9,28.25,0.1,0.3552,28.13,27.81,27.7575,,,114,90,1473,1471.8,1474.8,0,0,0,-7260,-597,37081,37082,37077,66,67,67,0,2,1,37147,37151,37145,0
2012/5/8,28.25,28.25,27.9,28.15,-0.1,-0.354,28.24,27.875,27.7925,,,47,87,1470,1470.8,1472.6,0,0,0,-7149,111,37076,37083,37078,66,67,67,0,2,1,37142,37151,37146,0
2012/5/9,28.15,28.15,27.9,27.9,-0.25,-0.8881,28.14,27.935,27.795,,,72,74,1468,1470.2,1472.1,0,0,0,-7636,-487,37074,37081,37080,66,67,67,3,2,2,37144,37149,37148,0
2012/5/10,27.9,28,27.9,27.9,0,0,28.07,27.96,27.81,,,28,71,1467,1470.6,1471.5,0,0,0,-7846,-210,37072,37079,37080,66,67,67,0,2,2,37138,37147,37148,0
2012/5/11,27.9,27.9,27.55,27.7,-0.2,-0.7168,27.98,27.995,27.82,,,73,66,1467,1469,1470.8,0,0,0,-8411,-565,37069,37075,37079,66,67,67,0,1,1,37135,37142,37147,0
2012/5/14,27.4,27.7,27.1,27.5,-0.2,-0.722,27.83,27.98,27.7775,,,72,58,1473,1469,1470.4,1,0.2,0.1,-8803,-392,37062,37071,37077,66,67,67,0,1,1,37128,37138,37144,0
2012/5/15,27.1,27.4,27.1,27.4,-0.1,-0.3636,27.68,27.96,27.76,,,29,54,1476,1470.2,1470.5,1,0.4,0.2,-8760,43,37058,37067,37075,66,67,67,0,1,1,37124,37135,37143,0
