日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2011/10/26,13.75,14.15,13.75,14.15,0,0,,,,,,1432,,24402,,,90,,,-5258,-5258,33374,,,409,,,0,,,33783,,,0
2011/10/27,14.2,14.2,14.05,14.15,0,0,,,,,,1178,,24627,,,90,,,-4903,355,33522,,,411,,,0,,,33933,,,0
2011/10/28,14.5,14.55,14.15,14.15,0,0,,,,,,2147,,24718,,,91,,,-4927,-24,33609,,,413,,,0,,,34022,,,0
2011/10/31,14.2,14.3,14,14,-0.15,-1.0601,,,,,,708,,24784,,,91,,,-5172,-245,33653,,,411,,,0,,,34064,,,0
2011/11/1,14,14.35,13.9,14.2,0.2,1.4286,14.13,,,,,1324,1357,24801,24666.4,,91,90.6,,-4973,199,33903,33613,,409,411,,35,7,,34347,34031,,0
2011/11/2,13.9,14.5,13.9,14.5,0.3,2.1127,14.2,,,,,2455,1562,24788,24743.6,,92,91,,-5204,-231,33947,33728,,409,411,,105,28,,34461,34166,,0
2011/11/3,14.55,14.55,14.1,14.1,-0.4,-2.7586,14.19,,,,,1335,1593,24710,24760.2,,91,91.2,,-5742,-538,34032,33830,,410,410,,55,39,,34497,34279,,0
2011/11/4,14.3,14.65,14.3,14.55,0.45,3.1915,14.27,,,,,2443,1653,24572,24731,,124,97.8,,-5017,725,34296,33967,,408,409,,127,64,,34831,34441,,0
2011/11/7,14.65,14.7,14.5,14.6,0.05,0.3436,14.39,,,,,1183,1748,24617,24697.6,,128,105.2,,-4940,77,34434,34123,,408,409,,53,75,,34895,34607,,0
2011/11/8,14.75,15.6,14.7,15.6,1,6.8493,14.67,14.4,,,,7793,3041,25151,24767.6,24717,181,123.2,106.9,-5069,-129,34410,34225,33919,408,409,410,434,155,81,35252,34788,34409,0
2011/11/9,16.35,16.45,15.9,16.2,0.6,3.8462,15.01,14.605,,,,13843,5319,26532,25116.4,24930,697,244.2,167.6,-5322,-253,33833,34202,33965,408,408,410,292,192,110,34533,34802,34484,0
2011/11/10,15.65,15.8,15.25,15.45,-0.75,-4.6296,15.28,14.735,,,,4538,5960,26019,25378.2,25069.2,362,298.4,194.8,-6129,-807,33764,34148,33989,411,409,410,311,243,141,34486,34800,34539,0
2011/11/11,15.7,15.9,15.3,15.55,0.1,0.6472,15.48,14.875,,,,2695,6010,26279,25719.6,25225.3,322,338,217.9,-5912,217,33672,34023,33995,410,409,409,453,309,187,34535,34741,34591,0
2011/11/14,16,16,15.5,15.55,0,0,15.67,15.03,,,,2764,6326,26470,26090.2,25393.9,224,357.2,231.2,-5250,662,33705,33877,34000,411,410,409,515,401,238,34631,34688,34647,0
2011/11/15,15.55,15.8,15.25,15.45,-0.1,-0.6431,15.64,15.155,,,,2118,5191,26579,26375.8,25571.7,221,365.2,244.2,-5649,-399,33841,33763,33994,327,393,401,630,440,298,34798,34597,34692,0
2011/11/16,15.55,15.8,15.1,15.1,-0.35,-2.2654,15.42,15.215,,,,3013,3025,26587,26386.8,25751.6,166,259,251.6,-6218,-569,33898,33776,33989,327,377,393,699,522,357,34924,34675,34739,0
2011/11/17,15,15.25,14.9,15.2,0.1,0.6623,15.37,15.325,,,,1338,2385,26538,26490.6,25934.4,155,217.6,258,-6274,-56,34054,33834,33991,318,359,384,781,616,430,35153,34808,34804,0
2011/11/18,14.9,15.2,14.85,15.05,-0.15,-0.9868,15.27,15.375,,,,1244,2095,26126,26460,26089.8,149,183,260.5,-6877,-603,34071,33914,33968,319,340,375,740,673,491,35130,34927,34834,0
2011/11/21,15,15,14,14,-1.05,-6.9767,14.96,15.315,,,,2440,2030,25615,26289,26189.6,95,157.2,257.2,-7777,-900,34229,34019,33948,322,323,366,675,705,553,35226,35046,34867,0
2011/11/22,13.7,14.25,13.6,13.8,-0.2,-1.4286,14.63,15.135,14.7675,,,1678,1942,25445,26062.2,26219,40,121,243.1,-8356,-579,34357,34122,33942,322,322,358,600,699,570,35279,35143,34870,0
2011/11/23,13.6,13.8,12.85,13,-0.8,-5.7971,14.21,14.815,14.71,,,2341,1808,25044,25753.6,26070.2,38,95.4,177.2,-9154,-798,34316,34205,33991,326,321,349,355,630,576,34997,35157,34916,0
2011/11/24,12.6,13.5,12.6,13.5,0.5,3.8462,13.87,14.62,14.6775,,,2226,1985,24723,25390.6,25940.6,146,93.6,155.6,-8870,284,34683,34331,34083,329,324,341,325,539,577,35337,35194,35001,0
2011/11/25,13.5,13.65,13.2,13.35,-0.15,-1.1111,13.53,14.4,14.6375,,,809,1898,24849,25135.2,25797.6,140,91.8,137.4,-9191,-321,34424,34402,34158,332,326,333,325,456,565,35081,35184,35056,0
2011/11/28,13.65,13.65,13.4,13.6,0.25,1.8727,13.45,14.205,14.6175,,,894,1589,24889,24990,25639.5,140,100.8,129,-8609,582,34471,34450,34234,334,329,326,0,321,513,34805,35100,35073,0
2011/11/29,13.7,13.95,13.7,13.8,0.2,1.4706,13.45,14.04,14.5975,,,1220,1498,25052,24911.4,25486.8,141,121,121,-7969,640,34102,34399,34261,335,331,326,312,263,481,34749,34994,35068,0
2011/11/30,13.65,13.8,13.4,13.6,-0.2,-1.4493,13.57,13.89,14.5525,,,1080,1245,25058,24914.2,25333.9,140,141.4,118.4,-8583,-614,34150,34366,34286,335,333,327,247,242,436,34732,34941,35049,0
2011/12/1,14,14.3,13.9,14.3,0.7,5.1471,13.73,13.8,14.5625,,,2188,1238,25435,25056.6,25223.6,149,142,117.8,-7707,876,34393,34308,34320,332,334,329,251,227,383,34976,34869,35031,0
2011/12/2,14.5,15.3,14.3,15.3,1,6.993,14.12,13.825,14.6,,,9003,2877,25214,25129.6,25132.4,285,171,131.4,-7968,-261,34394,34302,34352,332,334,330,332,228,342,35058,34864,35024,0
2011/12/5,15.5,15.6,15.05,15.2,-0.1,-0.6536,14.44,13.945,14.63,,,6562,4010,25523,25256.4,25123.2,318,206.6,153.7,-8227,-259,34056,34219,34335,330,333,331,562,341,331,34948,34893,34996,0
2011/12/6,15.05,15.1,14.45,14.45,-0.75,-4.9342,14.57,14.01,14.5725,,,2685,4303,25478,25341.6,25126.5,239,226.2,173.6,-8889,-662,34236,34246,34323,330,332,332,551,389,326,35117,34966,34980,0
2011/12/7,14.5,14.8,14.2,14.25,-0.2,-1.3841,14.7,14.135,14.475,,,2117,4511,25099,25349.8,25132,209,240,190.7,-8700,189,34410,34298,34332,331,331,332,548,449,345,35289,35078,35009,0
2011/12/8,14.25,14.7,14.15,14.55,0.3,2.1053,14.75,14.24,14.43,,,2471,4567,25382,25339.2,25197.9,226,255.4,198.7,-9162,-462,34593,34338,34323,331,331,332,549,508,368,35473,35177,35023,0
2011/12/9,14.3,14.8,14,14.75,0.2,1.3746,14.64,14.38,14.39,,,2773,3321,25478,25392,25260.8,260,250.4,210.7,-9527,-365,34872,34433,34368,331,331,332,564,555,392,35767,35319,35092,0
2011/12/12,15,15.15,14.5,14.5,-0.25,-1.6949,14.5,14.47,14.3375,,,3233,2655,26566,25600.6,25428.5,246,236,221.3,-9383,144,35204,34663,34441,331,331,332,557,554,447,36092,35548,35220,0
2011/12/13,14.2,14.45,13.85,14,-0.5,-3.4483,14.41,14.49,14.265,,,2292,2577,26605,25826,25583.8,193,226.8,226.5,-9770,-387,35449,34906,34576,331,331,331,494,542,466,36274,35779,35373,0
2011/12/14,14,14.2,13.95,14.1,0.1,0.7143,14.38,14.54,14.215,,,1326,2419,26778,26161.8,25755.8,215,228,234,-9421,349,35219,35067,34683,333,331,331,477,528,489,36029,35927,35502,0
2011/12/15,14,14.1,13.85,13.95,-0.15,-1.0638,14.26,14.505,14.1525,,,1378,2200,26741,26433.6,25886.4,225,227.8,241.6,-10049,-628,35434,35236,34787,337,333,332,470,512,510,36241,36081,35629,0
2011/12/16,14.05,14.15,13.95,13.95,0,0,14.1,14.37,14.0975,,,1242,1894,26791,26696.2,26044.1,223,220.4,235.4,-10086,-37,35577,35377,34905,338,334,332,443,488,522,36358,36199,35759,0
2011/12/19,13.95,14.05,13.3,13.3,-0.65,-4.6595,13.86,14.18,14.0625,,,1481,1543,26727,26728.4,26164.5,240,219.2,227.6,-10919,-833,35694,35475,35069,340,336,333,375,452,503,36409,36262,35905,0
2011/12/20,13.3,13.9,13.3,13.35,0.05,0.3759,13.73,14.07,14.04,,,1995,1484,26168,26641,26233.5,275,235.6,231.2,-10724,195,35856,35556,35231,341,338,334,415,436,489,36612,36330,36055,0
