日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2014/12/3,137.5,142.5,136.5,140,0,0,,,,,,979,,1945,,,16,,,-15188,-15188,36650,,,652,,,378,,,37682,,,0
2014/12/4,140,142,138.5,141.5,1.5,1.0714,,,,,,499,,1986,,,15,,,-15069,119,36530,,,685,,,385,,,37602,,,0
2014/12/5,142,143,141,141,-0.5,-0.3534,,,,,,213,,2021,,,16,,,-14832,237,36488,,,689,,,375,,,37554,,,0
2014/12/8,141.5,142,139,139,-2,-1.4184,,,,,,267,,2061,,,13,,,-14837,-5,36418,,,748,,,375,,,37543,,,0
2014/12/9,139,141,138.5,139,0,0,140.1,,,,,203,432,2069,2016.4,,14,14.8,,-15156,-319,36333,36485,,748,705,,375,378,,37458,37568,,0
2014/12/10,137,141.5,137,139.5,0.5,0.3597,140,,,,,268,290,2040,2035.4,,14,14.4,,-15567,-411,36267,36408,,858,746,,382,379,,37509,37533,,0
2014/12/11,138.5,143.5,138.5,142,2.5,1.7921,140.1,,,,,188,227,2048,2047.8,,15,14.4,,-15651,-84,36214,36345,,898,789,,382,379,,37496,37512,,0
2014/12/12,143,144.5,140,140,-2,-1.4085,139.9,,,,,163,217,2075,2058.6,,13,13.8,,-15401,250,36153,36278,,898,831,,381,380,,37434,37488,,0
2014/12/15,139,140,138.5,139,-1,-0.7143,139.9,,,,,158,196,2086,2063.6,,12,13.6,,-15570,-169,36117,36218,,898,861,,383,381,,37400,37460,,0
2014/12/16,139,140.5,137,137.5,-1.5,-1.0791,139.6,139.85,,,,252,205,2071,2064,2040.2,9,12.6,13.7,-15431,139,36062,36163,36324,898,891,798,385,383,381,37347,37437,37503,0
2014/12/17,137.5,138.5,137,137,-0.5,-0.3636,139.1,139.55,,,,115,175,2055,2067,2051.2,8,11.4,12.9,-15910,-479,36019,36114,36261,898,899,823,387,384,382,37306,37397,37465,0
2014/12/18,137,139,137,137,0,0,138.1,139.1,,,,81,153,2049,2067.2,2057.5,8,10,12.2,-15857,53,36002,36071,36208,898,899,844,386,385,382,37288,37355,37434,0
2014/12/19,138,140,136.5,137.5,0.5,0.365,137.6,138.75,,,,185,158,2042,2060.6,2059.6,8,9,11.4,-15928,-71,36033,36047,36163,898,899,865,382,385,383,37314,37331,37410,0
2014/12/22,138,141.5,138,140.5,3,2.1818,137.9,138.9,,,,228,172,2049,2053.2,2058.4,8,8.2,10.9,-15481,447,36030,36030,36124,923,904,882,381,385,383,37335,37318,37389,0
2014/12/23,141,142,138,140,-0.5,-0.3559,138.4,139,,,,200,161,2037,2046.4,2055.2,9,8.2,10.4,-15253,228,35949,36007,36085,978,920,905,382,384,384,37310,37311,37374,0
2014/12/24,142,142,139.5,140.5,0.5,0.3571,139.1,139.1,,,,133,165,2044,2044.2,2055.6,9,8.4,9.9,-14748,505,35887,35981,36047,978,936,917,380,383,384,37246,37299,37348,0
2014/12/25,140,145,140,143,2.5,1.7794,140.3,139.2,,,,244,198,2070,2048.4,2057.8,13,9.4,9.7,-14818,-70,35885,35957,36014,1018,960,929,380,382,383,37284,37299,37327,0
2014/12/26,144,144,142.5,143,0,0,141.4,139.5,,,,56,172,2059,2051.8,2056.2,13,10.4,9.7,-14548,270,35880,35927,35987,1035,987,943,380,381,383,37296,37295,37313,0
2014/12/27,144.5,149.5,144,148,5,3.4965,142.9,140.4,,,,408,208,2062,2054.4,2053.8,18,12.4,10.3,-14294,254,35885,35898,35964,1065,1016,960,384,382,383,37335,37295,37307,0
2014/12/29,148,152.5,147,148,0,0,144.5,141.45,140.65,,,581,284,2029,2052.8,2049.6,18,14.2,11.2,-14278,16,35800,35868,35938,1090,1038,979,385,383,383,37276,37288,37300,0
2014/12/30,148.5,149.5,147,147,-1,-0.6757,145.8,142.45,141,,,206,299,1990,2042,2043.1,18,16,12.2,-14497,-219,35786,35848,35914,1090,1060,998,385,384,383,37262,37292,37295,0
2014/12/31,146,147,145,146.5,-0.5,-0.3401,146.5,143.4,141.25,,,209,292,1986,2025.2,2036.8,16,16.6,13,-14302,195,35706,35812,35885,1059,1069,1014,385,385,383,37151,37265,37282,0
2015/1/5,147.5,149.5,145.5,149.5,3,2.0478,147.8,144.6,141.675,,,265,333,2014,2016.2,2034,16,17.2,13.8,-14286,16,35657,35767,35847,1124,1086,1037,385,386,383,37168,37239,37267,0
2015/1/6,149,149,146.5,149,-0.5,-0.3344,148,145.45,142.175,,,253,302,2017,2007.2,2030.8,17,17,14.7,-14890,-604,35619,35714,35806,1164,1106,1061,385,386,384,37170,37206,37251,0
2015/1/7,149,151.5,146.5,150,1,0.6711,148.4,146.45,142.725,,,354,257,1997,2000.8,2026.8,16,16.6,15.4,-14637,253,35582,35670,35769,1214,1131,1084,392,387,385,37190,37189,37239,0
2015/1/8,150,151,148.5,149,-1,-0.6667,148.8,147.3,143.2,,,251,266,2042,2011.2,2026.6,16,16.2,16.1,-14350,287,35539,35621,35734,1214,1156,1108,392,389,386,37147,37166,37229,0
2015/1/9,148.5,154,148.5,152,3,2.0134,149.9,148.2,143.7,,,483,321,2053,2024.6,2024.9,16,16.2,16.4,-14230,120,35407,35561,35687,1283,1201,1135,393,390,387,37085,37152,37209,0
2015/1/12,151.5,153,150,152,0,0,150.4,149.1,144.3,,,192,306,2024,2026.6,2021.4,16,16.2,16.7,-14436,-206,35421,35514,35641,1283,1233,1159,393,392,389,37099,37138,37189,0
2015/1/13,152,153,150.5,151,-1,-0.6579,150.8,149.4,144.9,,,161,288,1992,2021.6,2014.4,16,16,16.5,-14257,179,35440,35478,35596,1283,1256,1181,394,394,390,37119,37128,37167,0
2015/1/14,151,153,151,151.5,0.5,0.3311,151.1,149.75,145.6,,,178,253,1979,2018,2009.4,16,16,16.3,-14377,-120,35522,35466,35568,1283,1270,1201,394,394,391,37201,37130,37160,0
2015/1/15,150.5,152,150.5,150.5,-1,-0.6601,151.4,150.1,146.275,,,74,217,1983,2006.2,2008.7,16,16,16.1,-14622,-245,35526,35464,35542,1283,1284,1220,393,394,391,37204,37142,37154,0
2015/1/16,150,152,143,146.5,-4,-2.6578,150.3,150.1,146.75,,,466,214,2009,1997.4,2011,21,17,16.6,-15187,-565,35363,35455,35508,1283,1284,1242,387,393,392,37035,37132,37142,0
2015/1/19,147,150,146,147,0.5,0.3413,149.3,149.85,147.225,,,283,232,1996,1991.8,2009.2,21,18,17.1,-15421,-234,35367,35444,35479,1283,1284,1258,387,392,392,37038,37120,37129,0
